flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 9600 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : repeat(5)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 9909 symbols
  efficiency    : 0.39 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.050000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.900000;0;0;0;1;0;0;0;0;0;0;1;1 
0.050000;7.800000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.600000;0;0;1;0;0;0;0;0;0;0;1;1 
0.050000;7.500000;0;0;0;1;0;0;0;0;0;1;1;1 
0.050000;7.400001;0;0;0;1;0;0;0;0;0;1;1;1 
0.050000;7.300001;0;0;0;0;0;0;0;0;1;0;1;1 
0.050000;7.200001;0;0;0;0;0;1;1;0;0;0;1;1 
0.050000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.000001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.900001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.800001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.600001;0;0;0;0;0;0;1;0;0;0;1;1 
0.050000;6.500001;0;0;0;0;0;0;1;0;0;0;1;1 
0.050000;6.400002;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.300002;0;0;1;1;0;0;0;0;1;0;1;1 
0.050000;6.200002;0;0;0;0;0;0;1;0;0;1;1;1 
0.050000;6.100002;0;2;0;0;0;0;0;0;0;0;1;1 
0.050000;6.000002;0;0;0;0;1;0;0;0;0;0;1;1 
0.050000;5.900002;0;0;1;0;0;0;1;0;0;0;1;1 
0.050000;5.800002;0;0;0;0;1;0;0;0;0;0;1;1 
0.050000;5.700002;0;0;0;0;0;0;1;0;0;0;1;1 
0.050000;5.600002;1;0;0;1;0;0;0;0;0;0;1;1 
0.050000;5.500002;0;0;0;0;0;1;0;0;0;0;1;1 
0.050000;5.400002;0;1;0;0;0;2;0;0;0;0;1;1 
0.050000;5.300003;0;0;0;0;0;1;1;0;1;0;1;1 
0.050000;5.200003;0;0;1;0;0;0;1;0;1;2;1;1 
0.050000;5.100003;0;0;0;1;0;1;0;2;0;2;1;1 
0.050000;5.000003;0;0;0;2;0;1;0;0;0;0;1;1 
0.050000;4.900003;0;0;0;1;0;1;1;0;0;0;1;1 
0.050000;4.800003;1;0;2;0;1;0;1;0;0;1;1;1 
0.050000;4.700003;2;2;0;1;1;0;2;1;0;1;1;1 
0.050000;4.600003;0;2;0;1;0;0;2;0;1;0;1;1 
0.050000;4.500003;2;1;1;1;0;0;0;2;1;1;1;1 
0.050000;4.400003;1;0;0;0;1;1;3;0;1;1;1;1 
0.050000;4.300004;1;1;1;0;1;2;2;0;0;0;1;1 
0.050000;4.200004;0;0;0;0;0;1;3;0;0;1;1;1 
0.050000;4.100004;0;0;0;0;1;0;0;1;1;0;1;1 
0.050000;4.000004;5;0;1;1;1;1;0;1;1;0;1;1 
0.050000;3.900004;2;0;0;2;1;2;1;1;0;1;1;1 
0.050000;3.800004;1;1;2;1;2;0;0;3;0;0;1;1 
0.050000;3.700004;1;2;0;0;0;3;2;0;1;1;1;1 
0.050000;3.600004;0;0;2;1;3;0;0;0;3;2;1;1 
0.050000;3.500004;3;1;2;3;0;3;1;1;1;2;1;1 
0.050000;3.400004;0;2;2;0;0;5;1;0;2;0;1;1 
0.050000;3.300004;3;3;1;2;1329;0;1;0;4;3;1;1 
0.050000;3.200005;2;1;2;2;1;0;1;2;1;1;1;1 
0.050000;3.100005;2;2;4;2;1;0;2;2;0;2;1;1 
0.050000;3.000005;2;4;1941;3;1474;3;2;2;-1;2;1;1 
0.050000;2.900005;3;0;3;4;-1;4;2;0;0;2;1;1 
0.050000;2.800005;3;-1;2;1;5;2;3;1970;3;1;1;1 
0.050000;2.700005;3;2;4;3;5;1;2;2;2;4;1;1 
0.050000;2.600005;3;7;6;4;3;5;1;2;-1;-1;1;1 
0.050000;2.500005;4;5;0;2;0;3;-1;6;2;1;1;1 
0.050000;2.400005;2;7;3;6;6;3;2;3;5;4;1;1 
0.050000;2.300005;4;5;5;-1;2;2;10;-1;6;3;1;1 
0.050000;2.200006;-1;5;4;-1;5;-1;4;1;1;9;1;1 
0.050000;2.100006;8;4;10;1886;4;1;3;5;11;8;1;1 
0.050000;2.000006;-1;904;-1;1907;5;5;5;5;5;2;1;1 
0.050000;1.900006;6;5;1901;7;1877;8;898;6;2;1465;1;1 
0.050000;1.800006;-1;-1;7;7;5;3;5;1900;-1;5;1;1 
0.050000;1.700006;1900;1971;-1;6;-1;11;-1;-1;5;12;1;1 
0.050000;1.600006;12;2;-1;908;3;7;9;-1;11;8;1;1 
0.050000;1.500006;1885;-1;-1;1969;10;7;-1;10;8;-1;1;1 
0.050000;1.400006;-1;9;12;-1;4;14;8;9;1808;-1;1;1 
0.050000;1.300006;1948;-1;1784;11;17;-1;-1;-1;13;23;1;1 
0.050000;1.200006;-1;19;-1;1917;1166;3683;-1;1927;18;-1;1;1 
0.050000;1.100006;-1;1769;-1;-1;23;11;1383;-1;1640;-1;1;1 
0.050000;1.000005;1852;20;-1;16;-1;13;8;-1;-1;-1;1;1 
0.050000;0.900005;13;16;-1;15;-1;14;-1;14;-1;1934;1;1 
0.050000;0.800005;261;-1;1865;12;-1;-1;-1;14;19;17;1;1 
0.050000;0.700005;-1;23;20;-1;-1;17;-1;-1;-1;-1;1;1 
0.050000;0.600005;-1;-1;1867;1876;19;-1;-1;19;24;-1;1;1 
0.050000;0.500005;21;-1;-1;-1;14;10;-1;29;-1;17;1;1 
0.050000;0.400005;29;1884;-1;16;-1;-1;-1;20;29;-1;1;1 
0.050000;0.300005;20;-1;-1;25;-1;23;-1;-1;-1;-1;1;1 
0.050000;0.200005;-1;933;-1;25;-1;-1;18;-1;-1;-1;1;1 
0.050000;0.100005;-1;-1;-1;-1;-1;33;1897;-1;-1;1787;1;1 
0.050000;0.000005;1379;-1;-1;-1;-1;-1;-1;-1;908;1919;1;1 
