flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 1920 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : none
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2229 symbols
  efficiency    : 1.72 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.050000;3.300004;142;129;154;132;131;147;130;126;158;120;1;1 
0.050000;3.200005;113;135;136;140;154;172;122;136;143;149;1;1 
0.050000;3.100005;123;144;152;144;150;155;164;134;152;145;1;1 
0.050000;3.000005;170;156;198;144;137;161;165;160;152;166;1;1 
0.050000;2.900005;164;165;185;170;175;154;165;-1;159;147;1;1 
0.050000;2.800005;1886;167;155;180;159;154;157;140;165;176;1;1 
0.050000;2.700005;162;165;181;176;183;1891;166;170;160;179;1;1 
0.050000;2.600005;165;157;215;164;193;133;-1;174;169;163;1;1 
0.050000;2.500005;183;171;164;196;182;183;160;170;158;188;1;1 
0.050000;2.400005;220;190;-1;204;208;187;184;194;199;180;1;1 
0.050000;2.300005;199;189;187;270;192;212;-1;190;186;195;1;1 
0.050000;2.200006;185;208;186;-1;164;228;191;198;203;183;1;1 
0.050000;2.100006;201;222;193;-1;-1;216;2300;206;-1;186;1;1 
0.050000;2.000006;-1;180;222;249;199;1903;200;-1;224;203;1;1 
0.050000;1.900006;8373;249;208;226;212;208;-1;219;-1;197;1;1 
0.050000;1.800006;-1;8495;215;253;208;1885;243;194;224;246;1;1 
0.050000;1.700006;253;-1;244;210;3184;-1;250;223;255;242;1;1 
0.050000;1.600006;-1;-1;-1;233;-1;227;238;207;240;255;1;1 
0.050000;1.500006;-1;-1;313;4377;234;240;228;-1;-1;266;1;1 
0.050000;1.400006;307;901;232;305;275;262;246;1786;295;-1;1;1 
0.050000;1.300006;4373;260;284;255;299;-1;275;259;-1;266;1;1 
0.050000;1.200006;-1;300;257;1941;299;270;1829;274;310;-1;1;1 
0.050000;1.100006;310;275;346;345;-1;294;-1;285;279;-1;1;1 
0.050000;1.000005;293;-1;271;-1;-1;-1;273;-1;-1;276;1;1 
0.050000;0.900005;292;290;-1;310;307;2330;-1;-1;307;22544;1;1 
0.050000;0.800005;-1;291;285;314;-1;296;4502;-1;317;1921;1;1 
0.050000;0.700005;312;290;165;1672;343;-1;333;1904;-1;299;1;1 
0.050000;0.600005;-1;1989;346;-1;-1;300;1897;1856;312;1445;1;1 
0.050000;0.500005;-1;-1;-1;-1;-1;-1;-1;-1;1857;330;1;1 
0.050000;0.400005;345;-1;-1;-1;1852;-1;-1;-1;-1;-1;1;1 
0.050000;0.300005;8451;382;-1;-1;188;6555;-1;-1;-1;362;1;1 
0.050000;0.200005;342;341;346;-1;-1;-1;-1;124;386;-1;1;1 
0.050000;0.100005;392;358;-1;-1;-1;-1;-1;-1;886;388;1;1 
0.050000;0.000005;-1;-1;-1;380;392;-1;-1;302;-1;394;1;1 
