flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Golay(24,12)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.050000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.900000;0;0;0;0;0;0;2;0;0;0;1;1 
0.050000;7.800000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.600000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.500000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.400001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.300001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.200001;0;0;2;0;0;0;0;0;0;0;1;1 
0.050000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;7.000001;0;0;0;4;0;0;0;0;0;0;1;1 
0.050000;6.900001;0;0;0;0;0;0;0;0;0;1;1;1 
0.050000;6.800001;0;0;0;2;0;0;0;0;0;0;1;1 
0.050000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.600001;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.500001;2;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.400002;0;0;0;0;0;0;0;0;3;0;1;1 
0.050000;6.300002;0;2;0;0;0;0;0;0;0;0;1;1 
0.050000;6.200002;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;6.100002;0;0;0;0;0;0;0;0;0;4;1;1 
0.050000;6.000002;2;0;0;0;0;0;0;0;0;6;1;1 
0.050000;5.900002;0;0;0;0;0;2;0;0;0;0;1;1 
0.050000;5.800002;0;0;0;0;0;2;1;0;6;0;1;1 
0.050000;5.700002;0;0;0;0;4;0;0;0;0;0;1;1 
0.050000;5.600002;0;0;0;0;2;0;0;0;0;3;1;1 
0.050000;5.500002;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;5.400002;0;3;4;0;0;0;2;0;0;0;1;1 
0.050000;5.300003;0;3;0;0;0;0;2;3;0;0;1;1 
0.050000;5.200003;0;2;0;0;2;0;0;0;0;0;1;1 
0.050000;5.100003;0;0;0;0;0;2;0;0;0;0;1;1 
0.050000;5.000003;0;0;0;0;4;0;0;3;0;0;1;1 
0.050000;4.900003;0;4;0;0;0;0;0;2;1;0;1;1 
0.050000;4.800003;0;3;6;0;2;3;0;0;1914;0;1;1 
0.050000;4.700003;0;4;0;3;0;0;0;0;0;0;1;1 
0.050000;4.600003;2;0;0;4;5;0;0;2;2;0;1;1 
0.050000;4.500003;1;3;0;0;0;0;2;6;0;1;1;1 
0.050000;4.400003;0;0;4;0;0;3;0;0;4;2;1;1 
0.050000;4.300004;2;0;2;2;3;0;0;0;0;2;1;1 
0.050000;4.200004;0;2;2;0;3;3;0;0;3;1;1;1 
0.050000;4.100004;6;0;9;0;5;1;0;2;7;0;1;1 
0.050000;4.000004;0;3;1;1;5;5;3;0;0;0;1;1 
0.050000;3.900004;3;4;-1;4;3;1;3;2;0;8;1;1 
0.050000;3.800004;3;3;4;6;3;6;5;6;1;6;1;1 
0.050000;3.700004;2;-1;11;5;7;4;8;2;2;12;1;1 
0.050000;3.600004;4;6;2;0;9;5;2;3;0;3;1;1 
0.050000;3.500004;10;5;-1;6;8;2;4;5;11;9;1;1 
0.050000;3.400004;13;4;4;2;9;5;5;2;12;12;1;1 
0.050000;3.300004;9;0;17;7;13;2;7;7;6;20;1;1 
0.050000;3.200005;12;12;11;8;4;6;6;16;6;5;1;1 
