flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.050000;8.000000;4;4;8;1;6;0;3;10;3;0;1;1 
0.050000;7.900000;2;4;5;5;2;10;2;3;11;1;1;1 
0.050000;7.800000;6;4;4;1;8;10;4;1;3;8;1;1 
0.050000;7.700000;2;5;1;0;3;7;3;3;4;0;1;1 
0.050000;7.600000;5;1;3;7;0;8;3;5;13;7;1;1 
0.050000;7.500000;7;3;7;7;7;4;7;2;3;5;1;1 
0.050000;7.400001;5;2;6;4;0;8;2;1;10;8;1;1 
0.050000;7.300001;5;7;11;12;4;1;7;4;2;4;1;1 
0.050000;7.200001;6;4;13;6;4;2;3;7;0;2;1;1 
0.050000;7.100001;4;7;14;6;8;7;9;0;14;10;1;1 
0.050000;7.000001;8;5;5;5;2;14;8;4;3;6;1;1 
0.050000;6.900001;11;4;4;11;6;4;5;9;6;4;1;1 
0.050000;6.800001;7;13;8;3;14;2;11;6;11;0;1;1 
0.050000;6.700001;4;14;8;10;5;1;11;8;9;11;1;1 
0.050000;6.600001;3;3;11;4;6;2;6;7;8;5;1;1 
0.050000;6.500001;1;13;6;9;12;3;1;5;6;16;1;1 
0.050000;6.400002;12;14;8;0;3;3;12;5;8;9;1;1 
0.050000;6.300002;9;14;6;7;8;9;14;9;11;17;1;1 
0.050000;6.200002;10;15;9;11;10;15;8;10;13;17;1;1 
0.050000;6.100002;8;3;9;13;12;7;13;9;14;14;1;1 
0.050000;6.000002;11;16;4;5;18;17;5;15;16;4;1;1 
0.050000;5.900002;6;11;13;13;12;14;12;15;13;25;1;1 
0.050000;5.800002;12;13;17;10;5;15;11;22;21;15;1;1 
0.050000;5.700002;6;22;17;17;9;11;15;12;7;14;1;1 
0.050000;5.600002;7;15;14;22;16;17;11;13;20;13;1;1 
0.050000;5.500002;6;21;23;22;9;11;18;18;20;16;1;1 
0.050000;5.400002;16;13;20;20;20;13;10;8;20;12;1;1 
0.050000;5.300003;26;18;15;16;8;31;14;14;32;15;1;1 
0.050000;5.200003;20;17;27;11;5;17;20;28;24;19;1;1 
0.050000;5.100003;18;18;19;23;27;11;18;18;30;26;1;1 
