flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Golay(24,12)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.005000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.015000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.020000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.025000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.030000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.035000;8.000000;0;0;0;0;0;3;0;0;0;0;1;1 
0.040000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.045000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.050000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.055000;8.000000;0;0;3;0;0;0;0;0;0;0;1;1 
0.060000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.065000;8.000000;0;0;0;0;0;0;0;4;0;0;1;1 
0.070000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.075000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.080000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.085000;8.000000;0;0;1;0;0;3;2;0;0;0;1;1 
0.090000;8.000000;0;0;0;0;0;1;0;0;0;3;1;1 
0.095000;8.000000;0;1;0;0;0;0;0;2;0;0;1;1 
0.100000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.105000;8.000000;3;3;0;0;0;0;1;0;5;10;1;1 
0.110000;8.000000;0;0;0;0;0;3;0;0;1;5;1;1 
0.115000;8.000000;2;0;0;0;0;6;3;2;5;1;1;1 
0.120000;8.000000;0;0;0;0;0;0;0;3;0;1;1;1 
0.125000;8.000000;3;3;0;0;0;0;1;0;2;0;1;1 
0.130000;8.000000;0;0;2;0;4;0;3;5;4;0;1;1 
0.135000;8.000000;3;2;1;0;2;0;4;0;5;0;1;1 
0.140000;8.000000;4;0;0;3;0;11;3;2;7;0;1;1 
0.145000;8.000000;11;0;9;2;0;0;0;0;0;6;1;1 
0.150000;8.000000;0;2;5;0;3;2;0;0;0;4;1;1 
