flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.005000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;8.000000;0;0;0;0;2;0;0;0;0;0;1;1 
0.015000;8.000000;0;0;0;3;4;0;0;0;0;1;1;1 
0.020000;8.000000;0;0;1;5;0;0;3;0;1;4;1;1 
0.025000;8.000000;0;0;4;0;2;0;0;0;2;3;1;1 
0.030000;8.000000;0;4;0;3;4;3;2;4;0;0;1;1 
0.035000;8.000000;0;0;0;2;1;1;2;1;6;3;1;1 
0.040000;8.000000;0;6;2;0;0;0;3;3;1;6;1;1 
0.045000;8.000000;2;2;7;5;0;4;6;10;2;5;1;1 
0.050000;8.000000;6;0;8;0;7;5;3;0;2;4;1;1 
0.055000;8.000000;4;4;2;0;6;13;7;4;3;6;1;1 
0.060000;8.000000;7;11;7;2;9;2;6;3;3;5;1;1 
0.065000;8.000000;4;6;3;5;11;8;14;12;5;1;1;1 
0.070000;8.000000;10;6;10;7;8;6;6;5;8;7;1;1 
0.075000;8.000000;5;9;12;10;7;6;4;7;8;4;1;1 
0.080000;8.000000;5;7;15;10;8;8;11;11;15;12;1;1 
0.085000;8.000000;9;9;9;15;13;6;16;12;17;17;1;1 
0.090000;8.000000;10;22;6;10;12;10;13;10;16;11;1;1 
0.095000;8.000000;10;14;16;23;6;9;17;7;17;14;1;1 
0.100000;8.000000;29;21;22;12;14;23;14;18;18;11;1;1 
0.105000;8.000000;32;21;20;19;9;17;22;10;21;15;1;1 
0.110000;8.000000;12;18;26;19;23;20;19;22;16;14;1;1 
0.115000;8.000000;14;14;25;20;19;24;22;18;28;19;1;1 
0.120000;8.000000;19;26;25;14;28;22;29;30;23;31;1;1 
0.125000;8.000000;31;19;28;32;29;25;25;18;19;29;1;1 
0.130000;8.000000;24;38;38;22;22;30;37;24;39;39;1;1 
0.135000;8.000000;41;35;20;42;20;21;30;28;37;30;1;1 
0.140000;8.000000;52;30;45;34;41;33;14;21;23;36;1;1 
0.145000;8.000000;35;31;32;32;33;53;24;33;36;24;1;1 
0.150000;8.000000;40;34;35;54;28;47;35;32;30;25;1;1 
