flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2400 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(39,32)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2709 symbols
  efficiency    : 1.42 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.005000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;8.000000;0;2;0;2;0;0;0;2;3;0;1;1 
0.015000;8.000000;0;2;3;0;2;2;2;0;0;1;1;1 
0.020000;8.000000;2;0;0;6;1;1;0;2;2;3;1;1 
0.025000;8.000000;4;2;4;4;4;0;1;2;4;4;1;1 
0.030000;8.000000;6;0;1;0;2;4;6;3;3;11;1;1 
0.035000;8.000000;4;21;14;8;0;6;2;6;6;13;1;1 
0.040000;8.000000;10;10;6;9;7;12;4;3;10;5;1;1 
0.045000;8.000000;9;15;9;8;10;11;5;12;17;11;1;1 
0.050000;8.000000;14;19;10;6;12;16;15;17;8;9;1;1 
0.055000;8.000000;16;10;13;16;10;15;8;6;13;13;1;1 
0.060000;8.000000;17;14;22;17;12;14;15;21;23;12;1;1 
0.065000;8.000000;11;12;22;23;24;12;9;19;12;21;1;1 
0.070000;8.000000;9;22;25;22;8;18;19;15;21;15;1;1 
0.075000;8.000000;15;28;8;19;25;18;24;24;15;29;1;1 
0.080000;8.000000;22;21;44;24;25;23;41;21;28;31;1;1 
0.085000;8.000000;32;29;22;35;24;29;22;28;29;32;1;1 
0.090000;8.000000;29;25;28;30;29;12;22;45;32;36;1;1 
0.095000;8.000000;33;35;32;29;38;45;33;39;27;40;1;1 
0.100000;8.000000;37;38;20;30;40;39;45;40;38;58;1;1 
0.105000;8.000000;40;45;29;43;37;37;45;25;37;50;1;1 
0.110000;8.000000;45;38;40;44;39;44;39;40;54;32;1;1 
0.115000;8.000000;33;48;30;52;43;34;45;48;50;51;1;1 
0.120000;8.000000;52;51;57;38;46;60;46;80;46;80;1;1 
0.125000;8.000000;34;49;55;47;50;57;62;54;46;71;1;1 
0.130000;8.000000;62;62;52;59;42;72;83;46;51;52;1;1 
0.135000;8.000000;49;71;75;70;48;78;50;60;65;60;1;1 
0.140000;8.000000;99;61;63;82;75;52;78;71;42;66;1;1 
0.145000;8.000000;52;73;47;76;74;66;68;59;63;63;1;1 
0.150000;8.000000;60;60;69;51;70;74;59;64;91;72;1;1 
