flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(8,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.005000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;8.000000;0;0;0;0;0;1;0;0;0;0;1;1 
0.015000;8.000000;0;0;0;2;0;0;0;0;0;0;1;1 
0.020000;8.000000;0;0;2;0;0;0;0;0;0;2;1;1 
0.025000;8.000000;0;1;1;0;0;1;2;0;0;6;1;1 
0.030000;8.000000;0;0;4;0;0;2;0;0;0;0;1;1 
0.035000;8.000000;0;0;2;0;0;0;1;0;4;0;1;1 
0.040000;8.000000;8;2;1;5;2;6;0;0;4;4;1;1 
0.045000;8.000000;3;2;2;0;2;2;0;3;3;4;1;1 
0.050000;8.000000;5;4;1;8;0;4;1;4;3;3;1;1 
0.055000;8.000000;2;3;1;8;7;0;4;4;1;4;1;1 
0.060000;8.000000;1;0;9;4;9;7;6;7;3;2;1;1 
0.065000;8.000000;6;11;8;4;3;10;7;4;5;7;1;1 
0.070000;8.000000;8;4;6;5;1;4;3;6;11;4;1;1 
0.075000;8.000000;7;1;7;6;7;1;12;5;11;12;1;1 
0.080000;8.000000;9;3;7;7;8;3;11;8;5;7;1;1 
0.085000;8.000000;2;3;17;2;9;12;15;9;6;9;1;1 
0.090000;8.000000;10;7;9;7;9;9;5;9;12;14;1;1 
0.095000;8.000000;3;7;6;12;11;7;11;13;2;13;1;1 
0.100000;8.000000;14;4;12;11;12;16;11;12;16;10;1;1 
0.105000;8.000000;21;6;18;11;10;16;6;8;6;9;1;1 
0.110000;8.000000;17;15;16;6;4;16;17;13;9;14;1;1 
0.115000;8.000000;8;12;14;7;15;6;25;13;8;17;1;1 
0.120000;8.000000;12;12;21;25;19;11;21;18;18;17;1;1 
0.125000;8.000000;14;15;19;14;25;25;22;9;19;26;1;1 
0.130000;8.000000;16;17;17;24;15;21;31;27;16;14;1;1 
0.135000;8.000000;29;17;19;14;9;15;21;24;28;15;1;1 
0.140000;8.000000;17;10;20;23;21;12;18;20;20;23;1;1 
0.145000;8.000000;32;25;38;21;25;20;34;30;30;21;1;1 
0.150000;8.000000;26;28;26;20;13;17;28;29;18;17;1;1 
