flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3360 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(7,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3669 symbols
  efficiency    : 1.05 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.005000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.015000;8.000000;0;1;0;0;0;2;0;0;0;0;1;1 
0.020000;8.000000;0;0;0;0;2;0;4;0;0;2;1;1 
0.025000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.030000;8.000000;0;0;2;0;0;0;0;0;2;0;1;1 
0.035000;8.000000;0;3;3;1;0;2;0;1;5;4;1;1 
0.040000;8.000000;1;6;2;1;0;2;4;0;3;0;1;1 
0.045000;8.000000;1;3;0;0;0;2;3;1;3;1;1;1 
0.050000;8.000000;0;2;1;3;1;5;3;2;0;2;1;1 
0.055000;8.000000;3;3;0;4;3;0;2;7;5;3;1;1 
0.060000;8.000000;6;1;0;4;2;5;3;3;1;3;1;1 
0.065000;8.000000;4;5;6;3;4;3;5;0;2;5;1;1 
0.070000;8.000000;3;8;2;5;7;4;8;8;5;8;1;1 
0.075000;8.000000;1;3;4;6;3;10;2;11;8;2;1;1 
0.080000;8.000000;8;5;10;11;3;3;7;11;2;6;1;1 
0.085000;8.000000;5;16;5;8;7;9;9;8;13;10;1;1 
0.090000;8.000000;9;8;5;8;0;8;12;9;6;8;1;1 
0.095000;8.000000;9;13;7;7;3;2;11;5;7;6;1;1 
0.100000;8.000000;16;6;9;6;7;7;1;7;15;12;1;1 
0.105000;8.000000;12;19;12;4;8;13;9;7;12;10;1;1 
0.110000;8.000000;8;10;16;8;8;9;4;12;11;12;1;1 
0.115000;8.000000;11;12;7;13;15;12;4;11;10;7;1;1 
0.120000;8.000000;15;7;13;8;15;17;9;21;18;14;1;1 
0.125000;8.000000;16;11;14;5;16;10;12;15;24;10;1;1 
0.130000;8.000000;9;23;24;15;21;8;7;11;15;25;1;1 
0.135000;8.000000;18;10;6;14;21;28;20;25;9;15;1;1 
0.140000;8.000000;27;30;19;33;23;21;15;21;20;15;1;1 
0.145000;8.000000;21;12;16;18;21;23;17;27;13;14;1;1 
0.150000;8.000000;29;18;24;38;17;11;25;22;21;23;1;1 
