flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2160 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(72,64)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2469 symbols
  efficiency    : 1.56 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;5.000000;6;12;10;13;4;14;10;12;10;14;1;1 
0.005000;5.000000;13;20;8;12;11;8;14;14;7;26;1;1 
0.010000;5.000000;9;17;20;24;21;14;14;12;11;12;1;1 
0.015000;5.000000;25;21;11;26;20;29;28;20;15;28;1;1 
0.020000;5.000000;20;27;25;26;34;31;26;30;29;30;1;1 
0.025000;5.000000;18;27;38;33;24;1890;41;43;33;33;1;1 
0.030000;5.000000;37;49;39;25;49;37;38;53;48;56;1;1 
0.035000;5.000000;38;35;56;25;43;37;43;48;62;56;1;1 
0.040000;5.000000;49;51;55;50;42;52;41;59;45;49;1;1 
0.045000;5.000000;61;56;46;49;55;53;72;42;71;54;1;1 
0.050000;5.000000;67;61;79;55;71;59;38;40;57;89;1;1 
0.055000;5.000000;90;89;76;52;65;61;86;83;55;80;1;1 
0.060000;5.000000;93;72;80;75;92;68;84;56;70;62;1;1 
0.065000;5.000000;80;69;72;83;77;101;85;64;103;74;1;1 
0.070000;5.000000;82;74;82;90;86;74;62;71;106;84;1;1 
0.075000;5.000000;81;93;90;104;77;96;83;84;100;80;1;1 
0.080000;5.000000;105;107;109;72;103;115;85;85;104;97;1;1 
0.085000;5.000000;105;79;91;93;95;120;102;99;98;110;1;1 
0.090000;5.000000;112;115;106;5947;118;105;101;120;117;130;1;1 
0.095000;5.000000;127;128;124;119;131;111;126;107;121;125;1;1 
0.100000;5.000000;116;125;126;120;127;116;142;123;131;136;1;1 
0.105000;5.000000;121;139;134;115;126;151;136;122;131;104;1;1 
0.110000;5.000000;139;133;139;140;128;134;123;137;184;119;1;1 
0.115000;5.000000;142;157;140;141;159;148;124;161;154;159;1;1 
0.120000;5.000000;145;136;173;148;138;153;151;124;158;122;1;1 
0.125000;5.000000;145;151;169;148;185;169;146;149;147;157;1;1 
0.130000;5.000000;161;139;171;179;148;173;144;136;164;169;1;1 
0.135000;5.000000;178;177;161;168;167;161;147;172;171;156;1;1 
0.140000;5.000000;155;184;204;207;165;173;169;179;160;183;1;1 
0.145000;5.000000;161;196;189;138;178;184;195;194;166;188;1;1 
0.150000;5.000000;177;199;199;206;181;167;176;175;179;173;1;1 
