flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 1920 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : none
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2229 symbols
  efficiency    : 1.72 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;5.000000;18;30;32;20;31;22;22;23;21;22;1;1 
0.005000;5.000000;33;32;37;33;37;29;41;34;29;32;1;1 
0.010000;5.000000;34;30;35;37;28;42;31;34;34;34;1;1 
0.015000;5.000000;35;36;37;48;37;42;49;50;41;31;1;1 
0.020000;5.000000;49;54;35;56;45;32;46;52;46;49;1;1 
0.025000;5.000000;37;39;58;44;53;46;47;54;45;62;1;1 
0.030000;5.000000;56;53;45;62;53;60;54;47;55;53;1;1 
0.035000;5.000000;64;68;63;59;69;54;70;62;70;78;1;1 
0.040000;5.000000;63;66;65;53;79;83;64;70;79;66;1;1 
0.045000;5.000000;78;71;84;67;73;66;66;77;71;60;1;1 
0.050000;5.000000;89;-1;80;79;93;87;64;76;75;95;1;1 
0.055000;5.000000;81;81;79;89;86;80;87;79;83;81;1;1 
0.060000;5.000000;91;76;87;63;88;87;89;101;91;87;1;1 
0.065000;5.000000;93;84;109;91;102;95;89;96;77;106;1;1 
0.070000;5.000000;105;104;96;81;99;100;87;100;106;96;1;1 
0.075000;5.000000;105;104;101;117;98;107;106;98;89;112;1;1 
0.080000;5.000000;99;105;98;140;98;100;105;86;116;111;1;1 
0.085000;5.000000;119;91;114;111;135;91;111;80;103;110;1;1 
0.090000;5.000000;122;105;105;128;139;135;114;112;111;111;1;1 
0.095000;5.000000;119;129;139;118;134;126;-1;111;135;134;1;1 
0.100000;5.000000;131;137;130;128;121;133;118;139;138;125;1;1 
0.105000;5.000000;109;134;123;144;132;141;131;125;133;136;1;1 
0.110000;5.000000;138;133;135;131;131;163;145;128;133;143;1;1 
0.115000;5.000000;141;151;150;-1;129;145;144;146;141;122;1;1 
0.120000;5.000000;118;154;149;151;151;141;141;147;153;155;1;1 
0.125000;5.000000;157;154;148;144;136;157;161;156;152;156;1;1 
0.130000;5.000000;164;141;159;152;176;146;145;147;160;176;1;1 
0.135000;5.000000;149;151;169;165;163;164;169;177;172;156;1;1 
0.140000;5.000000;166;170;163;160;172;183;174;177;162;174;1;1 
0.145000;5.000000;160;160;161;198;154;163;178;196;158;176;1;1 
0.150000;5.000000;173;184;185;189;183;190;191;172;184;174;1;1 
