flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 5760 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : repeat(3)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 6069 symbols
  efficiency    : 0.63 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.900000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.800000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.600000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.500000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.400001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.300001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.200001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.000001;0;0;0;0;0;0;0;0;1;0;1;1 
0.010000;6.900001;0;0;0;0;1;0;0;0;0;0;1;1 
0.010000;6.800001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.600001;0;0;0;0;0;1;0;0;0;0;1;1 
0.010000;6.500001;0;0;0;1;0;0;0;0;1;0;1;1 
0.010000;6.400002;0;0;0;0;0;0;0;0;1;0;1;1 
0.010000;6.300002;1;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.200002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.100002;1;0;0;0;0;0;0;0;1;0;1;1 
0.010000;6.000002;0;1;0;0;1;0;0;0;1;0;1;1 
0.010000;5.900002;0;1;0;1;0;1;0;0;0;0;1;1 
0.010000;5.800002;1;0;0;0;0;0;2;0;1;0;1;1 
0.010000;5.700002;0;1;1;0;0;1;0;0;0;1;1;1 
0.010000;5.600002;1;0;0;0;0;0;0;1;0;0;1;1 
0.010000;5.500002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.400002;1;1;0;1;0;0;0;0;0;0;1;1 
0.010000;5.300003;1;1;1;1;0;0;0;0;1;0;1;1 
0.010000;5.200003;1;2;0;2;0;0;0;0;0;0;1;1 
0.010000;5.100003;0;0;0;0;0;1;0;1;1;1;1;1 
0.010000;5.000003;0;0;4;0;1;0;1;1;0;2;1;1 
0.010000;4.900003;0;1;1;0;3;0;0;0;1;0;1;1 
0.010000;4.800003;1;0;3;0;0;1;1;2;2;2;1;1 
0.010000;4.700003;0;0;0;2;1;2;5;2;1;3;1;1 
0.010000;4.600003;2;2;1;2;2;2;1;3;1;2;1;1 
0.010000;4.500003;4;1;2;4;2;1;1;1;0;1;1;1 
0.010000;4.400003;4;1;2;0;1;1;1;1;1;1;1;1 
0.010000;4.300004;1;4;1;2;0;3;4;2;3;6;1;1 
0.010000;4.200004;3;4;1;3;3;5;0;4;1;1;1;1 
0.010000;4.100004;2;6;6;3;2;3;2;3;2;2;1;1 
0.010000;4.000004;1;0;3;3;4;3;1;5;4;4;1;1 
0.010000;3.900004;5;7;3;5;2;5;1;3;3;3;1;1 
0.010000;3.800004;4;2;3;1;4;4;4;4;4;4;1;1 
0.010000;3.700004;2;8;3;5;5;5;4;4;10;4;1;1 
0.010000;3.600004;2;2;4;5;7;2;8;4;5;7;1;1 
0.010000;3.500004;1525;8;6;5;7;8;4;7;6;5;1;1 
0.010000;3.400004;4;9;7;8;2;11;-1;1;5;-1;1;1 
0.010000;3.300004;1;10;5;3;4;1;5;4;8;6;1;1 
0.010000;3.200005;8;8;5;4;4;3;7;8;4;14;1;1 
0.010000;3.100005;-1;11;10;10;8;1398;9;5;-1;8;1;1 
0.010000;3.000005;-1;8;8;8;12;11;13;9;10;11;1;1 
0.010000;2.900005;15;9;6;12;5;-1;7;9;5;4;1;1 
0.010000;2.800005;-1;13;13;8;9;13;6;-1;1502;8;1;1 
0.010000;2.700005;16;14;13;10;8;-1;9;9;14;12;1;1 
0.010000;2.600005;8;12;13;14;11;13;10;13;14;7;1;1 
0.010000;2.500005;13;15;-1;11;12;14;9;-1;16;16;1;1 
0.010000;2.400005;1880;14;9;1945;13;12;-1;20;-1;16;1;1 
0.010000;2.300005;18;12;20;1909;1839;14;18;-1;17;15;1;1 
0.010000;2.200006;17;13;25;-1;15;1931;11;-1;1952;14;1;1 
0.010000;2.100006;24;30;-1;13;22;21;15;20;30;15;1;1 
0.010000;2.000006;15;23;29;3937;15;13;13;27;20;16;1;1 
0.010000;1.900006;19;20;-1;26;18;1948;25;20;23;21;1;1 
0.010000;1.800006;29;21;-1;20;1909;23;23;17;26;15;1;1 
0.010000;1.700006;-1;31;28;22;24;1862;1650;25;25;22;1;1 
0.010000;1.600006;25;31;1865;27;22;29;1824;24;27;28;1;1 
0.010000;1.500006;-1;31;3730;25;-1;31;27;26;30;-1;1;1 
0.010000;1.400006;35;1461;26;45;3943;23;32;-1;1906;30;1;1 
0.010000;1.300006;-1;-1;38;902;34;1622;-1;-1;1889;37;1;1 
0.010000;1.200006;1910;-1;31;1912;42;41;-1;30;-1;32;1;1 
0.010000;1.100006;33;36;1520;-1;29;1441;27;-1;33;-1;1;1 
0.010000;1.000005;4056;50;43;31;48;48;1923;3890;42;45;1;1 
0.010000;0.900005;38;58;-1;-1;52;39;-1;2022;-1;53;1;1 
0.010000;0.800005;850;54;-1;-1;33;-1;-1;59;49;48;1;1 
0.010000;0.700005;49;61;-1;54;1920;55;52;51;-1;-1;1;1 
0.010000;0.600005;-1;-1;1704;1977;54;908;1814;1930;1905;4033;1;1 
0.010000;0.500005;-1;70;-1;-1;1909;-1;1936;-1;71;-1;1;1 
