flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 9600 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : repeat(5)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 9909 symbols
  efficiency    : 0.39 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.900000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.800000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.600000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.500000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.400001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.300001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.200001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.000001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.900001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.800001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.700001;0;0;0;0;0;0;0;0;1;0;1;1 
0.010000;6.600001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.500001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.400002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.300002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.200002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.100002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.000002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.900002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.800002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.700002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.600002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.500002;0;0;0;0;0;-1;0;0;0;0;1;1 
0.010000;5.400002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.300003;0;0;0;0;0;1;0;0;0;0;1;1 
0.010000;5.200003;0;0;0;0;0;0;0;0;1;0;1;1 
0.010000;5.100003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.000003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.900003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.800003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.700003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.600003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.500003;0;0;1;0;0;0;0;0;0;0;1;1 
0.010000;4.400003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.300004;1;0;0;-1;1;0;0;0;0;0;1;1 
0.010000;4.200004;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.100004;0;0;0;0;0;0;1;0;0;0;1;1 
0.010000;4.000004;1;0;0;0;0;0;1;0;0;0;1;1 
0.010000;3.900004;0;0;0;1;0;0;0;0;0;0;1;1 
0.010000;3.800004;0;0;0;0;0;0;1;0;0;0;1;1 
0.010000;3.700004;0;0;0;0;1;0;-1;0;0;0;1;1 
0.010000;3.600004;0;0;1;0;0;0;0;1;0;1458;1;1 
0.010000;3.500004;1;0;0;0;0;0;1;0;0;0;1;1 
0.010000;3.400004;0;0;1;0;1;1;1;1;0;0;1;1 
0.010000;3.300004;0;0;0;0;0;1;0;0;1;3;1;1 
0.010000;3.200005;1;0;0;0;-1;1;0;1;1;1;1;1 
0.010000;3.100005;0;0;0;0;1;0;2;2;1;0;1;1 
0.010000;3.000005;1;0;1;2;0;1;0;0;0;1394;1;1 
0.010000;2.900005;0;0;0;-1;0;1;0;0;0;3;1;1 
0.010000;2.800005;0;0;0;3;1;1;0;0;1;-1;1;1 
0.010000;2.700005;1;2;2;1;0;0;0;0;0;1;1;1 
0.010000;2.600005;1;2;1;4;2;1;1;2;0;1;1;1 
0.010000;2.500005;1;2;0;2;0;0;0;2;1;2;1;1 
0.010000;2.400005;2;3;1835;3;1;1;3;2;1;2;1;1 
0.010000;2.300005;1;2;1402;2;2;1;-1;-1;1;1;1;1 
0.010000;2.200006;3;-1;4;2;2;2;-1;1859;1;5;1;1 
0.010000;2.100006;5;2;2;1;1;1;3;-1;3;1;1;1 
0.010000;2.000006;1;-1;5;4;0;1776;1;5;1;2;1;1 
0.010000;1.900006;-1;4;5;1528;-1;-1;3;3;1867;2;1;1 
0.010000;1.800006;1;1774;3;1941;4;4;3;2;7;-1;1;1 
0.010000;1.700006;1958;5;887;-1;-1;3;4;-1;8;2;1;1 
0.010000;1.600006;4;-1;2;3;5;887;0;-1;3;-1;1;1 
0.010000;1.500006;3;5;9;2;8;5;-1;8;1768;-1;1;1 
0.010000;1.400006;-1;4;-1;3;5;7;-1;-1;-1;2;1;1 
0.010000;1.300006;10;1932;7;6;1765;10;-1;-1;9;-1;1;1 
0.010000;1.200006;-1;-1;1963;-1;-1;8;-1;-1;-1;-1;1;1 
0.010000;1.100006;-1;-1;4;4;6;1704;9;4;-1;6;1;1 
0.010000;1.000005;-1;8;10;7;-1;7;-1;7;5;-1;1;1 
0.010000;0.900005;10;1870;-1;1811;-1;-1;9;12;9;-1;1;1 
0.010000;0.800005;1935;8;-1;1883;2019;12;-1;10;-1;9;1;1 
0.010000;0.700005;12;1807;8;11;15;-1;-1;1939;5;1757;1;1 
0.010000;0.600005;13;1800;-1;-1;1808;-1;-1;-1;12;-1;1;1 
0.010000;0.500005;-1;8;12;1910;-1;-1;1487;1558;-1;-1;1;1 
