flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3360 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(7,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3669 symbols
  efficiency    : 1.05 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;0;1;1;0;0;0;0;0;0;0;1;1 
0.010000;7.900000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.800000;0;0;1;0;0;0;0;0;0;2;1;1 
0.010000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.600000;0;0;0;1;0;0;0;0;0;0;1;1 
0.010000;7.500000;0;2;0;0;0;0;0;0;0;0;1;1 
0.010000;7.400001;0;0;0;0;0;2;0;0;0;0;1;1 
0.010000;7.300001;1;0;0;0;1;0;0;0;4;0;1;1 
0.010000;7.200001;0;0;0;0;0;0;0;2;0;3;1;1 
0.010000;7.100001;0;0;0;0;0;0;0;0;0;3;1;1 
0.010000;7.000001;1;0;2;0;0;0;0;0;0;0;1;1 
0.010000;6.900001;0;0;0;0;1;5;0;0;0;0;1;1 
0.010000;6.800001;0;0;0;4;0;0;0;0;0;0;1;1 
0.010000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.600001;0;0;5;0;0;2;0;0;0;0;1;1 
0.010000;6.500001;0;0;0;0;0;1;3;2;2;0;1;1 
0.010000;6.400002;0;0;0;0;1;4;0;0;0;0;1;1 
0.010000;6.300002;0;0;0;0;0;0;0;0;0;1;1;1 
0.010000;6.200002;1;2;3;0;0;0;0;0;0;0;1;1 
0.010000;6.100002;2;1;0;0;1;1;0;0;0;0;1;1 
0.010000;6.000002;0;0;1;0;1;0;0;0;1;0;1;1 
0.010000;5.900002;0;0;0;0;1;1;3;2;0;3;1;1 
0.010000;5.800002;0;0;2;0;5;0;0;3;0;0;1;1 
0.010000;5.700002;3;3;0;3;2;0;0;0;0;2;1;1 
0.010000;5.600002;0;3;0;1;6;0;1;0;7;0;1;1 
0.010000;5.500002;2;0;1;0;0;1;0;2;0;1;1;1 
0.010000;5.400002;2;1;2;10;2;1;2;4;2;3;1;1 
0.010000;5.300003;0;4;0;3;0;0;2;0;0;3;1;1 
0.010000;5.200003;2;2;2;3;3;0;0;1;3;2;1;1 
0.010000;5.100003;2;2;1;1;3;1;3;5;0;0;1;1 
0.010000;5.000003;1;0;4;4;5;2;2;5;4;4;1;1 
0.010000;4.900003;3;2;2;0;1;0;2;2;3;4;1;1 
0.010000;4.800003;4;7;3;1;6;0;2;4;4;1;1;1 
0.010000;4.700003;4;3;3;4;0;1;2;3;8;5;1;1 
0.010000;4.600003;7;1;4;1;9;0;8;3;3;1;1;1 
0.010000;4.500003;7;9;4;7;11;0;-1;7;4;1;1;1 
0.010000;4.400003;6;8;2;5;3;7;4;3;5;3;1;1 
0.010000;4.300004;10;2;3;11;6;5;7;4;10;5;1;1 
0.010000;4.200004;8;5;1;4;9;3;4;2;14;17;1;1 
