flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Golay(24,12)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.900000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.800000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.600000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.500000;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.400001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.300001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.200001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;7.000001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.900001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.800001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.600001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.500001;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.400002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.300002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.200002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.100002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.000002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.900002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.800002;1;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.700002;4;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.600002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.500002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.400002;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.300003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.200003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.100003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;5.000003;0;0;0;0;0;2;0;0;0;0;1;1 
0.010000;4.900003;0;2;0;0;0;0;0;0;0;0;1;1 
0.010000;4.800003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.700003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.600003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.500003;0;0;0;0;0;0;0;2;0;0;1;1 
0.010000;4.400003;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.300004;2;0;2;0;0;0;0;0;0;0;1;1 
0.010000;4.200004;0;0;0;0;0;0;0;0;0;0;1;1 
0.010000;4.100004;0;0;0;3;0;2;0;0;0;0;1;1 
0.010000;4.000004;0;0;2;0;0;0;3;0;0;0;1;1 
0.010000;3.900004;0;0;1541;0;0;0;0;0;0;0;1;1 
0.010000;3.800004;0;0;0;0;931;2;0;0;0;0;1;1 
0.010000;3.700004;0;2;3;8;0;0;0;2;2;0;1;1 
0.010000;3.600004;0;0;0;0;0;0;0;3;1;0;1;1 
0.010000;3.500004;4;0;0;5;3;0;2;2;1909;0;1;1 
0.010000;3.400004;0;0;3;1827;3;0;-1;1;3;1;1;1 
0.010000;3.300004;4;6;0;5;0;0;0;0;1556;0;1;1 
0.010000;3.200005;0;4;0;0;0;0;5;3;2;4;1;1 
0.010000;3.100005;0;0;1;0;4;1;2;2;1;1;1;1 
0.010000;3.000005;3;0;-1;0;5;2;-1;3;10;0;1;1 
0.010000;2.900005;-1;3;6;8;5;0;3;6;5;7;1;1 
0.010000;2.800005;3;-1;0;9;2;0;1931;3;-1;3;1;1 
0.010000;2.700005;6;1;-1;9;7;0;2;1;4;-1;1;1 
0.010000;2.600005;13;4;0;5;3;2;3;2;0;2;1;1 
0.010000;2.500005;0;9;2;32;8;4;3;2;1503;0;1;1 
0.010000;2.400005;6;0;-1;0;0;6;6;9;6;4;1;1 
0.010000;2.300005;4;15;11;21;16;18;1887;0;-1;11;1;1 
0.010000;2.200006;21;8;935;11;11;1890;12;1;11;14;1;1 
0.010000;2.100006;5;6;13;15;14;10;8;29;-1;21;1;1 
0.010000;2.000006;23;-1;8;21;8;887;1907;8;17;0;1;1 
0.010000;1.900006;-1;14;-1;15;22;1965;24;7;1570;11;1;1 
0.010000;1.800006;-1;-1;18;1959;11;32;28;28;8;1918;1;1 
0.010000;1.700006;13;12;-1;26;-1;4016;1586;-1;17;-1;1;1 
0.010000;1.600006;27;1907;1955;-1;-1;-1;-1;1952;19;-1;1;1 
0.010000;1.500006;1907;21;25;19;25;19;30;19;26;17;1;1 
0.010000;1.400006;-1;19;28;50;25;24;1947;1923;-1;27;1;1 
0.010000;1.300006;28;39;20;-1;-1;28;1980;1974;45;-1;1;1 
0.010000;1.200006;33;31;-1;-1;-1;23;26;25;-1;1692;1;1 
0.010000;1.100006;-1;41;-1;1820;42;18;-1;63;48;33;1;1 
0.010000;1.000005;-1;1970;55;-1;1792;30;37;-1;78;1881;1;1 
0.010000;0.900005;55;-1;-1;87;1896;1633;896;1870;3974;-1;1;1 
0.010000;0.800005;-1;1467;-1;-1;-1;-1;1971;3946;-1;1865;1;1 
0.010000;0.700005;68;1499;-1;55;-1;55;-1;1736;1789;-1;1;1 
0.010000;0.600005;63;40;-1;67;-1;-1;61;-1;1962;47;1;1 
0.010000;0.500005;-1;1962;2059;923;81;71;-1;-1;56;1922;1;1 
