flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(8,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;0;0;0;0;3;0;0;0;0;0;1;1 
0.010000;7.900000;0;0;3;0;1;0;0;0;0;0;1;1 
0.010000;7.800000;0;0;0;0;1;0;1;0;0;0;1;1 
0.010000;7.700000;0;0;0;0;0;0;2;0;0;0;1;1 
0.010000;7.600000;0;0;1;0;4;2;0;1;2;0;1;1 
0.010000;7.500000;0;0;0;0;0;0;0;0;1;0;1;1 
0.010000;7.400001;0;0;0;0;0;2;0;0;0;0;1;1 
0.010000;7.300001;0;0;0;0;0;0;0;0;0;2;1;1 
0.010000;7.200001;0;0;2;2;0;0;0;2;0;0;1;1 
0.010000;7.100001;0;0;0;0;0;0;0;1;2;0;1;1 
0.010000;7.000001;2;0;0;0;0;0;1;0;0;0;1;1 
0.010000;6.900001;2;0;0;0;0;0;0;0;0;0;1;1 
0.010000;6.800001;0;0;1;0;0;1;0;0;0;0;1;1 
0.010000;6.700001;0;0;0;3;0;0;0;0;0;0;1;1 
0.010000;6.600001;0;4;1;1;0;0;0;0;0;0;1;1 
0.010000;6.500001;2;2;1;0;2;0;2;0;0;0;1;1 
0.010000;6.400002;0;0;0;0;0;3;2;0;0;0;1;1 
0.010000;6.300002;0;0;0;0;3;0;1;0;0;0;1;1 
0.010000;6.200002;0;0;0;0;2;6;0;2;3;0;1;1 
0.010000;6.100002;0;0;0;2;2;0;0;1;2;0;1;1 
0.010000;6.000002;3;1;0;2;0;0;0;0;0;0;1;1 
0.010000;5.900002;3;0;0;2;2;0;3;1;3;0;1;1 
0.010000;5.800002;0;0;0;9;0;1;0;1;0;0;1;1 
0.010000;5.700002;0;0;0;5;0;0;4;2;1;3;1;1 
0.010000;5.600002;0;1;0;0;2;4;2;4;2;2;1;1 
0.010000;5.500002;0;3;1;7;1;2;0;3;3;0;1;1 
0.010000;5.400002;4;0;2;0;3;0;1;0;2;7;1;1 
0.010000;5.300003;0;0;0;5;2;4;1;2;2;0;1;1 
0.010000;5.200003;2;3;4;4;0;2;4;0;3;1;1;1 
0.010000;5.100003;3;5;0;2;11;5;4;1;0;2;1;1 
0.010000;5.000003;8;0;2;0;4;4;4;3;0;3;1;1 
0.010000;4.900003;6;3;7;4;3;-1;2;9;0;1;1;1 
0.010000;4.800003;7;2;1;7;3;0;1;4;4;2;1;1 
0.010000;4.700003;3;3;2;7;5;4;9;3;3;5;1;1 
0.010000;4.600003;12;5;7;2;3;5;7;3;3;7;1;1 
0.010000;4.500003;3;6;6;5;6;6;3;11;5;5;1;1 
0.010000;4.400003;3;3;5;0;9;7;9;9;8;6;1;1 
0.010000;4.300004;4;6;8;4;7;7;5;10;4;6;1;1 
0.010000;4.200004;9;3;11;4;6;11;18;7;9;4;1;1 
0.010000;4.100004;4;5;9;9;9;5;8;7;12;10;1;1 
0.010000;4.000004;11;11;11;12;10;9;4;5;13;13;1;1 
0.010000;3.900004;11;10;12;6;9;13;10;6;7;6;1;1 
0.010000;3.800004;13;6;11;6;6020;8;5;11;22;7;1;1 
0.010000;3.700004;13;8;9;-1;5;13;9;17;15;5;1;1 
0.010000;3.600004;9;14;12;16;4;15;5;20;18;17;1;1 
0.010000;3.500004;19;10;31;19;9;14;6;14;17;20;1;1 
0.010000;3.400004;17;8;16;5;25;13;22;16;28;14;1;1 
0.010000;3.300004;12;23;26;19;17;20;21;8;17;22;1;1 
0.010000;3.200005;16;16;877;18;15;20;19;-1;21;15;1;1 
0.010000;3.100005;18;30;37;21;25;16;25;23;1950;26;1;1 
0.010000;3.000005;-1;25;25;-1;31;28;31;17;24;11;1;1 
0.010000;2.900005;38;26;1945;40;15;5999;25;37;31;33;1;1 
0.010000;2.800005;21;29;37;25;35;19;36;-1;33;27;1;1 
0.010000;2.700005;18;27;26;29;33;23;27;31;4003;23;1;1 
0.010000;2.600005;25;29;33;46;33;41;35;24;38;40;1;1 
0.010000;2.500005;26;41;37;34;47;33;42;1934;45;43;1;1 
0.010000;2.400005;61;46;34;43;-1;38;24;47;37;67;1;1 
0.010000;2.300005;-1;49;47;35;36;25;60;42;36;52;1;1 
