flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 1920 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : none
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2229 symbols
  efficiency    : 1.72 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;8.000000;5;9;9;9;6;2;7;2;3;6;1;1 
0.010000;7.900000;8;5;9;11;10;6;9;8;8;7;1;1 
0.010000;7.800000;7;7;9;13;10;7;11;15;11;9;1;1 
0.010000;7.700000;12;14;7;4;7;4;8;9;6;7;1;1 
0.010000;7.600000;11;7;8;4;9;9;6;7;7;7;1;1 
0.010000;7.500000;9;10;10;11;7;7;11;13;6;10;1;1 
0.010000;7.400001;4;7;9;12;8;12;9;8;10;15;1;1 
0.010000;7.300001;16;10;10;9;7;10;13;2;11;4;1;1 
0.010000;7.200001;12;17;11;11;7;8;12;6;5;13;1;1 
0.010000;7.100001;12;7;14;10;10;8;13;5;14;9;1;1 
0.010000;7.000001;10;11;13;9;12;16;9;20;20;12;1;1 
0.010000;6.900001;16;9;22;13;10;15;13;8;12;14;1;1 
0.010000;6.800001;12;12;11;15;13;11;8;12;11;10;1;1 
0.010000;6.700001;13;18;8;18;7;8;8;15;15;13;1;1 
0.010000;6.600001;16;17;15;14;17;12;10;14;11;14;1;1 
0.010000;6.500001;17;23;15;12;18;16;18;15;16;13;1;1 
0.010000;6.400002;17;17;12;20;16;16;16;14;11;14;1;1 
0.010000;6.300002;14;16;19;16;12;13;12;15;17;12;1;1 
0.010000;6.200002;17;22;24;20;24;20;13;19;20;17;1;1 
0.010000;6.100002;19;18;16;11;17;18;13;26;16;7;1;1 
0.010000;6.000002;27;19;20;23;15;16;25;21;23;13;1;1 
0.010000;5.900002;27;19;17;23;16;18;22;21;19;30;1;1 
0.010000;5.800002;24;25;25;28;20;18;14;19;22;27;1;1 
0.010000;5.700002;25;24;14;23;22;19;19;22;24;18;1;1 
0.010000;5.600002;26;24;26;25;19;26;25;37;20;19;1;1 
0.010000;5.500002;34;22;21;30;19;31;24;26;29;22;1;1 
0.010000;5.400002;29;29;23;30;30;27;33;21;27;31;1;1 
0.010000;5.300003;35;22;31;29;36;28;22;30;32;30;1;1 
0.010000;5.200003;30;23;32;28;35;40;27;31;23;27;1;1 
0.010000;5.100003;34;36;42;26;27;36;40;43;27;33;1;1 
0.010000;5.000003;31;25;32;52;40;37;40;38;40;40;1;1 
0.010000;4.900003;37;51;31;41;34;47;37;40;48;38;1;1 
0.010000;4.800003;41;33;35;40;30;38;36;35;41;35;1;1 
0.010000;4.700003;42;49;42;29;46;38;42;48;50;47;1;1 
0.010000;4.600003;48;49;39;50;46;54;45;48;43;46;1;1 
0.010000;4.500003;46;61;48;53;51;56;56;49;53;43;1;1 
0.010000;4.400003;46;37;45;45;61;56;61;51;48;48;1;1 
0.010000;4.300004;56;57;45;51;62;65;64;59;53;58;1;1 
0.010000;4.200004;57;62;46;47;61;55;51;63;65;59;1;1 
0.010000;4.100004;64;70;59;66;58;50;54;46;67;45;1;1 
0.010000;4.000004;76;63;67;67;77;71;68;63;51;78;1;1 
0.010000;3.900004;56;58;82;66;84;63;55;62;62;63;1;1 
0.010000;3.800004;61;65;74;69;67;71;78;68;88;59;1;1 
0.010000;3.700004;67;71;83;53;107;82;67;71;83;77;1;1 
0.010000;3.600004;70;59;59;78;71;87;79;81;74;76;1;1 
0.010000;3.500004;83;81;76;74;88;71;85;76;78;89;1;1 
0.010000;3.400004;73;86;66;80;84;85;77;88;76;79;1;1 
0.010000;3.300004;115;-1;88;81;83;93;80;91;94;93;1;1 
0.010000;3.200005;80;92;105;90;1958;103;104;101;153;96;1;1 
0.010000;3.100005;119;98;112;101;95;105;107;110;106;120;1;1 
0.010000;3.000005;121;112;106;100;125;105;117;113;80;95;1;1 
0.010000;2.900005;110;95;103;95;106;134;101;102;116;105;1;1 
0.010000;2.800005;120;107;109;105;132;1915;100;98;140;128;1;1 
0.010000;2.700005;105;109;136;114;112;114;106;1995;113;111;1;1 
0.010000;2.600005;124;108;127;102;102;117;136;131;108;128;1;1 
0.010000;2.500005;148;-1;126;116;-1;137;-1;-1;144;132;1;1 
