flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 1920 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : none
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2229 symbols
  efficiency    : 1.72 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.010000;2.400005;145;-1;121;112;152;149;-1;138;128;143;1;1 
0.010000;2.300005;162;144;1886;137;131;145;135;150;154;155;1;1 
0.010000;2.200006;-1;133;-1;183;157;171;138;169;127;144;1;1 
0.010000;2.100006;153;-1;161;145;175;1951;130;154;162;-1;1;1 
0.010000;2.000006;149;168;162;163;188;199;177;151;191;124;1;1 
0.010000;1.900006;191;200;177;172;203;178;145;-1;34511;1861;1;1 
0.010000;1.800006;-1;-1;187;-1;222;1928;-1;185;173;183;1;1 
0.010000;1.700006;-1;185;194;176;189;186;1907;188;8340;73;1;1 
0.010000;1.600006;2263;197;198;92;186;217;199;194;-1;-1;1;1 
0.010000;1.500006;210;198;1914;-1;-1;192;-1;-1;-1;216;1;1 
0.010000;1.400006;198;1969;203;-1;1924;212;215;224;4392;1541;1;1 
0.010000;1.300006;-1;220;209;218;1955;218;205;215;245;278;1;1 
0.010000;1.200006;237;282;212;304;-1;212;241;2231;251;1956;1;1 
0.010000;1.100006;4298;8513;233;-1;218;-1;1567;238;-1;244;1;1 
0.010000;1.000005;239;-1;245;262;-1;-1;8425;329;255;-1;1;1 
0.010000;0.900005;1959;2316;-1;-1;233;-1;220;8562;8449;253;1;1 
0.010000;0.800005;1975;-1;246;-1;4355;276;252;284;-1;248;1;1 
0.010000;0.700005;-1;308;287;-1;303;-1;-1;-1;307;-1;1;1 
0.010000;0.600005;200;-1;255;274;341;277;278;302;-1;-1;1;1 
0.010000;0.500005;-1;-1;331;-1;-1;236;6155;-1;142;287;1;1 
0.010000;0.400005;1304;300;266;275;-1;-1;281;1981;1919;-1;1;1 
0.010000;0.300005;-1;314;293;10200;289;-1;-1;302;-1;299;1;1 
0.010000;0.200005;1924;1807;-1;-1;-1;216;283;1994;-1;350;1;1 
0.010000;0.100005;329;12224;-1;-1;1980;-1;-1;327;325;8341;1;1 
0.010000;0.000005;-1;-1;-1;-1;-1;325;-1;1933;-1;1995;1;1 
