flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;3.000000;32;36;23;38;21;27;30;20;29;23;1;1 
0.005000;3.000000;33;23;42;36;-1;33;26;41;17;43;1;1 
0.010000;3.000000;45;32;40;31;36;-1;35;29;32;18;1;1 
0.015000;3.000000;30;43;58;39;42;46;56;36;39;43;1;1 
0.020000;3.000000;42;36;39;63;32;32;1965;39;41;54;1;1 
0.025000;3.000000;39;47;-1;50;58;53;43;43;45;51;1;1 
0.030000;3.000000;39;31;38;59;57;58;71;61;-1;56;1;1 
0.035000;3.000000;64;63;79;56;63;57;58;70;40;63;1;1 
0.040000;3.000000;5996;70;66;1503;43;53;63;74;79;79;1;1 
0.045000;3.000000;54;1789;65;58;84;78;74;67;53;46;1;1 
0.050000;3.000000;72;1924;55;-1;67;109;85;-1;76;61;1;1 
0.055000;3.000000;83;86;80;70;83;1848;58;81;1486;78;1;1 
0.060000;3.000000;-1;97;111;68;97;81;56;72;123;95;1;1 
0.065000;3.000000;92;69;113;69;119;84;107;76;77;91;1;1 
0.070000;3.000000;81;94;69;1908;94;69;97;86;72;109;1;1 
0.075000;3.000000;96;77;111;105;2105;87;81;76;74;96;1;1 
0.080000;3.000000;115;98;149;107;77;118;1860;113;-1;87;1;1 
0.085000;3.000000;114;124;90;117;144;114;113;117;129;109;1;1 
0.090000;3.000000;-1;163;128;97;-1;113;121;97;91;98;1;1 
0.095000;3.000000;171;131;115;131;109;133;95;142;117;124;1;1 
0.100000;3.000000;117;147;103;136;113;151;153;98;115;132;1;1 
0.105000;3.000000;-1;135;125;136;135;113;135;127;1918;112;1;1 
0.110000;3.000000;131;156;-1;164;118;146;129;108;113;116;1;1 
0.115000;3.000000;126;102;151;144;134;141;173;121;142;152;1;1 
0.120000;3.000000;148;163;157;129;163;1655;126;152;138;126;1;1 
0.125000;3.000000;124;141;140;192;134;182;142;175;162;152;1;1 
0.130000;3.000000;168;173;177;170;121;172;140;163;160;179;1;1 
0.135000;3.000000;183;181;1783;-1;172;157;177;-1;157;212;1;1 
0.140000;3.000000;187;198;190;162;147;190;189;166;208;1935;1;1 
0.145000;3.000000;157;-1;1453;177;215;1914;199;214;183;181;1;1 
0.150000;3.000000;181;197;193;180;143;214;161;182;329;224;1;1 
