flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(22,16)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;3.000000;49;42;48;36;42;47;33;38;34;30;1;1 
0.005000;3.000000;46;40;60;41;42;1438;47;26;38;49;1;1 
0.010000;3.000000;36;52;42;41;64;44;54;53;36;52;1;1 
0.015000;3.000000;52;49;50;49;72;57;54;1930;65;48;1;1 
0.020000;3.000000;73;71;-1;78;53;61;66;51;48;55;1;1 
0.025000;3.000000;6066;75;89;50;53;63;79;55;66;76;1;1 
0.030000;3.000000;-1;69;62;72;59;92;50;56;57;66;1;1 
0.035000;3.000000;57;72;101;68;64;63;89;1904;67;60;1;1 
0.040000;3.000000;79;74;76;76;98;84;95;99;84;83;1;1 
0.045000;3.000000;80;86;66;84;87;-1;86;88;79;-1;1;1 
0.050000;3.000000;86;114;66;72;80;114;92;76;88;90;1;1 
0.055000;3.000000;91;74;72;100;114;79;104;92;115;113;1;1 
0.060000;3.000000;96;-1;95;2042;-1;107;110;-1;85;97;1;1 
0.065000;3.000000;118;92;123;93;128;102;116;143;104;108;1;1 
0.070000;3.000000;110;113;92;75;116;100;107;94;95;97;1;1 
0.075000;3.000000;121;128;132;124;126;147;112;106;126;1486;1;1 
0.080000;3.000000;123;137;147;131;121;126;135;110;134;138;1;1 
0.085000;3.000000;148;142;125;150;141;122;155;125;108;116;1;1 
0.090000;3.000000;149;133;148;120;159;127;140;143;153;148;1;1 
0.095000;3.000000;159;132;159;167;153;158;131;158;153;131;1;1 
0.100000;3.000000;152;162;151;161;140;154;1456;172;140;168;1;1 
0.105000;3.000000;172;-1;128;142;179;155;163;118;165;1833;1;1 
0.110000;3.000000;166;165;179;152;158;169;5987;164;185;150;1;1 
0.115000;3.000000;180;167;165;149;164;159;1806;127;184;164;1;1 
0.120000;3.000000;177;167;214;194;195;186;204;171;180;169;1;1 
0.125000;3.000000;187;196;186;197;195;151;165;184;177;177;1;1 
0.130000;3.000000;203;208;212;190;176;198;161;160;-1;1548;1;1 
0.135000;3.000000;196;190;218;173;200;222;192;201;170;222;1;1 
0.140000;3.000000;244;197;217;231;188;1982;194;227;220;241;1;1 
0.145000;3.000000;219;186;202;238;223;174;198;221;220;223;1;1 
0.150000;3.000000;1617;221;220;218;225;1882;213;209;236;217;1;1 
