SNRdB = 8.000000
-0.002386;0.002386
0.002358;-0.002358
0.008458;-0.008458
-0.009401;0.009401
-0.015029;0.019802
0.021157;-0.025872
0.020650;-0.037566
-0.040792;0.059594
-0.022452;0.057283
0.073178;-0.120207
0.022137;-0.075580
-0.144344;0.240015
-0.019841;0.087432
0.472051;-0.651350
0.719510;-0.799313
0.211789;0.144344
-0.708354;0.792243
-1.180878;0.110835
-0.720183;-0.777120
0.259939;-0.420383
0.739420;0.757512
0.174473;1.294068
-0.757664;0.678625
-1.051270;-0.330549
-0.641232;-0.701078
-0.030584;-0.120690
0.629692;0.716621
1.128116;0.972179
0.786842;0.685697
-0.298059;0.527763
-0.785423;0.735374
-0.014087;0.902692
0.779651;0.675739
0.331001;0.063211
-0.773004;-0.677292
-1.176759;-1.074329
-0.646227;-0.730735
0.116569;0.111854
0.647583;0.719947
0.879181;0.795553
0.770205;0.709325
0.523048;0.743810
0.638723;0.679647
1.014493;0.202816
0.781995;-0.651696
-0.223434;-1.252014
-0.789271;-0.791615
-0.127762;0.426672
0.791372;0.817184
0.888552;-0.169874
0.624817;-0.837069
0.748525;0.004715
0.776298;0.844439
0.091015;0.155787
-0.757952;-0.835099
-0.965369;-0.398446
-0.679636;0.814999
-0.519895;1.198656
-0.714468;0.625403
-0.937143;-0.105102
-0.717652;-0.654294
0.023570;-0.944154
0.732090;-0.729425
0.874465;-0.037657
0.673554;0.704442
0.634849;1.044489
0.744979;0.725962
0.727848;-0.077298
0.660471;-0.734954
0.732563;-0.835194
0.757122;-0.678327
0.620762;-0.669405
0.650866;-0.729972
0.907407;-0.688207
0.772390;-0.691469
-0.048590;-0.806968
-0.783548;-0.716342
-0.787685;-0.125941
-0.618756;0.716586
-0.834713;1.123401
-0.802160;0.690191
0.018855;-0.186258
0.804454;-0.679167
0.790838;-0.300732
0.612674;0.658127
0.855611;1.286998
0.785903;0.782935
-0.083829;-0.437664
-0.763674;-0.811020
-0.305447;0.163598
0.730491;0.840532
1.203371;0.016182
0.722054;-0.860696
-0.216903;-0.220761
-0.760550;0.875879
-0.657510;0.883837
-0.617446;0.528166
-0.984224;0.860326
-0.817664;0.882554
0.267790;-0.195630
0.821092;-0.869931
-0.030269;-0.018802
-0.811472;0.852015
-0.172969;0.247374
0.783559;-0.833884
0.470606;-0.955997
-0.747407;-0.595758
-1.354443;-0.704538
-0.707108;-0.800850
0.431387;-0.130656
0.744820;0.788950
-0.086247;1.039774
-0.776188;0.629311
-0.216046;0.034503
0.803515;-0.628697
0.967464;-1.121839
0.589046;-0.790305
0.639565;0.277162
0.841630;0.801679
0.616047;0.079061
0.554215;-0.810886
1.019208;-0.825823
0.878646;-0.594448
-0.335235;-0.854049
-0.895527;-0.816354
0.158882;0.118279
0.912896;0.805587
-0.067445;0.218666
-0.926349;-0.785289
0.004715;-1.003507
0.928947;-0.660101
0.058073;-0.534515
-0.918668;-0.711747
-0.144743;-0.856520
0.891451;-0.746578
0.319534;-0.506289
-0.852496;-0.624574
-1.007741;-1.066237
-0.612674;-0.822126
-0.638708;0.335235
-0.747407;0.848552
-0.245130;-0.121284
0.698670;-0.862051
1.256729;-0.018855
0.756784;0.864529
-0.403161;0.160444
-0.784255;-0.854613
0.111801;-0.389074
0.793860;0.842460
0.111801;1.165714
-0.784255;0.589876
-0.403161;-0.037657
0.756784;-0.610086
1.256729;-1.070095
0.693898;-0.782935
-0.240414;0.220761
-0.735264;0.762978
-0.652795;0.174791
-0.635362;-0.746468
-0.974800;-1.000353
-0.816968;-0.679326
0.252089;-0.504194
0.847243;-0.727307
-0.018802;-0.937195
-0.869931;-0.684420
-0.195630;-0.004715
0.887327;0.672276
0.855611;0.955997
0.511250;0.762138
0.902639;0.457165
0.915483;0.621111
-0.272505;1.100740
-0.926282;0.826203
0.125941;-0.368177
0.935584;-0.860696
-0.053358;0.163597
-0.933720;0.890208
-0.004715;-0.053306
0.921576;-0.908737
0.072160;-0.029788
-0.900752;0.920267
-0.172969;0.116569
0.868067;-0.918911
0.372892;-0.267790
-0.830976;0.910711
-1.100740;0.902639
-0.621111;0.516023
-0.457165;0.850895
-0.762139;0.879956
-0.955997;-0.186258
-0.672276;-0.864159
0.004715;-0.032942
0.684420;0.846547
0.937195;0.272505
0.727307;-0.826203
0.504194;-1.005069
0.684099;-0.611734
0.995638;-0.583105
0.734325;-0.776044
-0.160704;-0.730521
-0.740290;-0.661411
-0.253703;-0.788166
0.747407;-0.728486
1.137540;-0.135371
0.659066;0.709215
-0.092999;1.137488
-0.650756;0.712879
-0.897924;-0.219200
-0.773379;-0.714694
-0.499478;-0.233287
-0.630656;0.711880
-1.048996;1.151627
-0.795449;0.705138
0.286645;-0.151072
0.801171;-0.702335
-0.009372;-0.776699
-0.799572;-0.715097
-0.267790;-0.757896
0.786599;-0.684420
1.033295;-0.184014
0.652034;0.669611
0.515660;1.219072
0.727064;0.756088
0.861177;-0.359227
0.727064;-0.768203
0.515660;0.039219
0.647262;0.771416
1.038010;0.267790
0.798743;-0.763215
-0.281877;-1.058427
-0.822260;-0.672858
0.023570;-0.457165
0.831926;-0.705619
0.223915;-1.003026
-0.827513;-0.742635
-0.937143;0.114474
-0.604607;0.774699
-0.720240;0.724955
-0.784244;0.616750
-0.109758;0.923056
0.754778;0.804825
