flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Golay(24,12)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;0;0;2;0;0;0;2;0;3;3;1;1 
0.100000;7.900000;0;0;0;2;2;3;0;0;0;0;1;1 
0.100000;7.800000;0;4;0;0;0;0;3;0;0;2;1;1 
0.100000;7.700000;0;0;1;0;0;0;0;0;3;0;1;1 
0.100000;7.600000;0;0;0;0;0;0;0;0;0;2;1;1 
0.100000;7.500000;0;2;0;0;3;0;0;0;0;0;1;1 
0.100000;7.400001;0;0;3;0;0;4;2;0;0;0;1;1 
0.100000;7.300001;0;0;4;0;0;2;2;0;0;1;1;1 
0.100000;7.200001;3;2;0;0;2;0;0;3;0;2;1;1 
0.100000;7.100001;0;2;0;0;3;0;4;0;0;0;1;1 
0.100000;7.000001;0;0;0;0;0;3;0;0;4;3;1;1 
0.100000;6.900001;0;1;0;0;0;2;8;0;2;2;1;1 
0.100000;6.800001;0;0;0;0;6;0;4;0;3;5;1;1 
0.100000;6.700001;2;4;0;9;0;0;0;0;1;0;1;1 
0.100000;6.600001;0;0;0;2;5;0;0;0;0;2;1;1 
0.100000;6.500001;7;0;0;2;6;0;8;0;0;8;1;1 
0.100000;6.400002;2;0;0;0;6;2;2;0;0;0;1;1 
0.100000;6.300002;7;6;0;0;3;3;5;4;8;0;1;1 
0.100000;6.200002;0;6;0;2;3;2;0;7;0;0;1;1 
0.100000;6.100002;0;0;0;2;0;2;0;0;2;2;1;1 
0.100000;6.000002;1;3;10;4;0;2;3;2;3;0;1;1 
0.100000;5.900002;5;0;7;0;7;3;6;7;4;2;1;1 
0.100000;5.800002;0;0;10;7;3;2;0;3;0;4;1;1 
0.100000;5.700002;2;0;2;2;0;1;4;0;0;1;1;1 
0.100000;5.600002;4;5;3;6;7;3;0;4;2;5;1;1 
0.100000;5.500002;4;7;7;1;-1;1;6;2;3;0;1;1 
0.100000;5.400002;7;8;14;0;6;0;13;3;1;12;1;1 
0.100000;5.300003;4;0;6;4;2;0;2;5;5;2;1;1 
