flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2400 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(39,32)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2709 symbols
  efficiency    : 1.42 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;35;37;43;29;38;39;35;24;37;36;1;1 
0.100000;7.900000;42;26;39;37;34;25;28;31;43;46;1;1 
0.100000;7.800000;25;41;31;44;43;44;62;37;39;36;1;1 
0.100000;7.700000;39;19;48;49;55;37;45;40;30;39;1;1 
0.100000;7.600000;45;54;39;43;52;51;35;41;44;47;1;1 
0.100000;7.500000;43;50;36;31;50;31;45;38;53;33;1;1 
0.100000;7.400001;37;48;37;40;52;45;34;58;40;48;1;1 
0.100000;7.300001;48;43;46;62;56;48;33;60;32;46;1;1 
0.100000;7.200001;51;45;40;37;28;49;21;56;35;31;1;1 
0.100000;7.100001;40;43;54;38;41;47;38;34;50;46;1;1 
0.100000;7.000001;49;59;43;35;50;60;62;43;51;40;1;1 
0.100000;6.900001;52;68;62;49;59;40;57;56;54;56;1;1 
0.100000;6.800001;61;37;61;54;57;46;46;51;63;64;1;1 
0.100000;6.700001;55;56;49;76;69;54;64;62;51;58;1;1 
0.100000;6.600001;49;88;71;45;68;42;43;64;45;56;1;1 
0.100000;6.500001;47;74;58;61;54;57;147;53;60;70;1;1 
0.100000;6.400002;53;56;46;56;44;49;54;52;66;61;1;1 
0.100000;6.300002;68;74;56;50;56;66;60;60;75;52;1;1 
0.100000;6.200002;63;59;55;72;71;65;69;69;79;74;1;1 
0.100000;6.100002;68;78;82;79;49;73;68;67;52;81;1;1 
0.100000;6.000002;68;52;62;70;51;65;60;54;78;64;1;1 
0.100000;5.900002;68;75;66;79;56;75;89;77;66;42;1;1 
0.100000;5.800002;80;80;82;60;59;69;47;81;95;71;1;1 
0.100000;5.700002;92;75;68;69;93;58;88;43;77;69;1;1 
0.100000;5.600002;81;64;74;81;52;55;92;62;93;84;1;1 
0.100000;5.500002;89;90;61;85;83;93;82;83;72;86;1;1 
0.100000;5.400002;105;82;67;72;88;76;78;95;93;95;1;1 
0.100000;5.300003;77;85;94;95;86;84;76;81;92;70;1;1 
0.100000;5.200003;84;95;79;102;74;76;101;99;83;94;1;1 
0.100000;5.100003;103;76;72;94;92;106;78;83;75;92;1;1 
0.100000;5.000003;117;87;103;94;84;83;75;79;75;84;1;1 
0.100000;4.900003;103;136;88;94;109;133;110;109;103;93;1;1 
0.100000;4.800003;92;106;84;111;97;94;107;107;109;114;1;1 
0.100000;4.700003;87;143;104;102;98;116;103;110;110;87;1;1 
0.100000;4.600003;116;80;121;101;114;110;107;107;108;115;1;1 
0.100000;4.500003;113;102;115;123;127;108;121;122;123;101;1;1 
0.100000;4.400003;85;100;139;98;105;117;128;110;122;104;1;1 
0.100000;4.300004;129;112;129;107;116;124;123;136;142;123;1;1 
0.100000;4.200004;122;130;119;113;125;119;146;105;156;116;1;1 
0.100000;4.100004;142;146;141;129;139;93;126;107;112;90;1;1 
