flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;14;23;14;18;16;4;20;8;15;16;1;1 
0.100000;7.900000;10;24;12;21;12;10;19;18;18;16;1;1 
0.100000;7.800000;33;14;8;17;9;10;23;22;15;15;1;1 
0.100000;7.700000;23;17;19;21;17;6;16;9;19;18;1;1 
0.100000;7.600000;2;24;23;26;15;27;18;23;25;33;1;1 
0.100000;7.500000;24;7;28;11;15;13;14;18;11;21;1;1 
0.100000;7.400001;39;22;22;18;18;21;17;16;27;15;1;1 
0.100000;7.300001;21;17;28;17;17;29;9;17;41;15;1;1 
0.100000;7.200001;24;18;15;20;24;15;23;15;18;13;1;1 
0.100000;7.100001;30;22;15;23;41;15;26;26;17;15;1;1 
0.100000;7.000001;14;29;19;16;26;15;25;32;30;28;1;1 
0.100000;6.900001;21;28;22;28;19;14;28;27;11;14;1;1 
0.100000;6.800001;34;20;16;16;14;25;35;11;22;24;1;1 
0.100000;6.700001;16;33;24;21;17;21;26;26;30;12;1;1 
0.100000;6.600001;26;15;25;33;30;24;28;17;36;35;1;1 
0.100000;6.500001;30;23;48;33;41;36;34;27;20;20;1;1 
0.100000;6.400002;23;19;19;20;31;24;37;27;37;28;1;1 
0.100000;6.300002;41;24;27;27;25;25;25;20;16;18;1;1 
0.100000;6.200002;21;24;30;33;15;40;39;46;31;26;1;1 
0.100000;6.100002;33;28;39;53;24;28;26;18;41;31;1;1 
0.100000;6.000002;30;19;43;42;41;37;35;29;26;20;1;1 
0.100000;5.900002;43;36;33;44;41;48;29;38;20;29;1;1 
0.100000;5.800002;50;46;35;30;29;32;28;26;26;36;1;1 
0.100000;5.700002;41;41;40;31;40;58;24;50;45;24;1;1 
0.100000;5.600002;17;31;35;39;54;44;54;57;31;35;1;1 
0.100000;5.500002;40;44;45;59;60;33;43;48;51;40;1;1 
0.100000;5.400002;45;47;36;40;39;53;38;38;39;52;1;1 
0.100000;5.300003;41;52;54;43;41;23;36;37;41;54;1;1 
0.100000;5.200003;42;40;43;56;49;52;44;50;36;41;1;1 
0.100000;5.100003;45;53;48;56;54;45;46;36;45;31;1;1 
0.100000;5.000003;45;46;39;41;55;48;50;56;2012;43;1;1 
0.100000;4.900003;52;39;46;51;63;38;60;49;46;33;1;1 
0.100000;4.800003;76;49;47;61;79;60;60;40;49;62;1;1 
0.100000;4.700003;71;44;79;49;29;77;55;64;54;82;1;1 
0.100000;4.600003;69;80;60;47;57;64;53;63;96;55;1;1 
0.100000;4.500003;81;67;47;56;37;67;49;50;61;53;1;1 
0.100000;4.400003;80;56;76;52;78;67;73;76;56;77;1;1 
0.100000;4.300004;61;80;62;83;51;67;82;71;82;72;1;1 
0.100000;4.200004;59;65;58;69;99;76;91;58;95;56;1;1 
0.100000;4.100004;64;65;67;76;60;95;1931;68;61;83;1;1 
0.100000;4.000004;113;76;98;86;85;1650;84;99;61;78;1;1 
0.100000;3.900004;108;79;73;88;82;87;85;97;77;81;1;1 
0.100000;3.800004;87;95;115;83;89;70;112;97;72;86;1;1 
0.100000;3.700004;85;69;96;102;110;72;92;76;98;99;1;1 
0.100000;3.600004;103;80;78;109;83;88;103;89;122;89;1;1 
0.100000;3.500004;111;101;115;76;99;121;103;105;99;106;1;1 
