flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;3.400004;80;81;86;81;140;134;98;97;124;89;1;1 
0.100000;3.300004;114;92;97;129;106;111;143;-1;126;115;1;1 
0.100000;3.200005;123;117;109;136;96;96;124;119;-1;1786;1;1 
0.100000;3.100005;116;143;121;124;102;133;125;125;116;90;1;1 
0.100000;3.000005;144;133;133;121;131;149;123;138;1797;129;1;1 
0.100000;2.900005;145;121;123;123;127;134;141;117;139;126;1;1 
0.100000;2.800005;147;141;142;150;127;159;140;164;3960;136;1;1 
0.100000;2.700005;135;140;1856;145;-1;150;156;123;143;154;1;1 
0.100000;2.600005;141;124;152;127;206;144;137;165;-1;179;1;1 
0.100000;2.500005;143;130;154;159;137;209;150;230;141;129;1;1 
0.100000;2.400005;176;168;209;156;141;-1;167;115;143;176;1;1 
0.100000;2.300005;123;1517;-1;180;203;188;173;179;141;177;1;1 
0.100000;2.200006;6014;154;168;148;139;-1;165;182;3957;170;1;1 
0.100000;2.100006;214;191;181;145;233;204;1927;201;1689;181;1;1 
0.100000;2.000006;-1;1926;170;193;198;223;1459;208;-1;189;1;1 
0.100000;1.900006;-1;198;280;1970;226;-1;-1;191;217;6092;1;1 
0.100000;1.800006;185;208;200;189;199;219;-1;229;201;216;1;1 
0.100000;1.700006;201;189;3909;166;238;240;10091;269;-1;-1;1;1 
0.100000;1.600006;-1;204;241;231;219;-1;213;1894;211;1994;1;1 
0.100000;1.500006;204;259;1900;222;1833;225;-1;218;1950;232;1;1 
0.100000;1.400006;249;246;240;-1;1946;-1;-1;-1;1683;212;1;1 
0.100000;1.300006;257;1897;269;275;235;254;-1;282;1957;248;1;1 
0.100000;1.200006;359;241;1956;267;3888;254;-1;1839;1944;1960;1;1 
0.100000;1.100006;-1;-1;241;2129;1872;1917;-1;1830;-1;259;1;1 
0.100000;1.000005;-1;1899;1717;293;299;255;1680;247;268;-1;1;1 
0.100000;0.900005;1788;319;1645;320;-1;-1;-1;309;276;-1;1;1 
0.100000;0.800005;295;348;-1;-1;-1;-1;1874;-1;4031;269;1;1 
0.100000;0.700005;889;-1;-1;319;328;377;1847;327;317;-1;1;1 
0.100000;0.600005;915;3890;-1;4053;-1;1868;289;-1;360;-1;1;1 
0.100000;0.500005;-1;1977;-1;-1;286;-1;365;-1;1466;393;1;1 
0.100000;0.400005;-1;347;-1;7013;1756;377;327;-1;-1;336;1;1 
0.100000;0.300005;-1;-1;1942;-1;356;-1;-1;-1;363;380;1;1 
0.100000;0.200005;1919;2142;-1;422;380;-1;426;351;376;-1;1;1 
0.100000;0.100005;-1;408;403;387;367;1866;-1;-1;1955;1925;1;1 
0.100000;0.000005;-1;-1;-1;-1;-1;353;-1;393;-1;6059;1;1 
