flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 1920 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : none
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 2229 symbols
  efficiency    : 1.72 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;67;76;73;65;56;74;64;76;72;79;1;1 
0.100000;7.900000;66;63;64;70;88;98;83;67;75;75;1;1 
0.100000;7.800000;72;76;71;75;85;69;76;85;59;72;1;1 
0.100000;7.700000;96;62;67;80;71;73;77;59;75;80;1;1 
0.100000;7.600000;71;78;72;77;76;78;66;69;80;66;1;1 
0.100000;7.500000;88;87;88;72;81;66;79;74;93;81;1;1 
0.100000;7.400001;77;68;88;73;76;67;80;93;80;79;1;1 
0.100000;7.300001;83;81;74;84;75;93;85;76;89;76;1;1 
0.100000;7.200001;82;92;77;73;94;89;76;91;77;77;1;1 
0.100000;7.100001;83;94;90;85;78;101;75;90;85;82;1;1 
0.100000;7.000001;75;88;105;78;99;87;76;90;74;86;1;1 
0.100000;6.900001;83;72;90;89;86;83;83;92;94;79;1;1 
0.100000;6.800001;91;92;81;80;94;80;88;93;90;103;1;1 
0.100000;6.700001;88;84;82;84;82;77;78;105;82;92;1;1 
0.100000;6.600001;74;87;79;90;84;88;99;93;90;102;1;1 
0.100000;6.500001;96;89;88;104;100;73;98;94;102;88;1;1 
0.100000;6.400002;97;96;106;106;92;86;87;97;98;96;1;1 
0.100000;6.300002;98;95;90;103;92;100;97;91;70;112;1;1 
0.100000;6.200002;92;115;93;106;83;82;119;102;105;104;1;1 
0.100000;6.100002;99;89;94;110;101;101;96;86;100;105;1;1 
0.100000;6.000002;86;116;110;102;81;115;90;95;94;102;1;1 
0.100000;5.900002;121;94;97;93;113;89;107;105;104;106;1;1 
0.100000;5.800002;126;104;97;113;109;118;110;104;98;112;1;1 
