flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : SEC-DEC(22,16)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;20;17;10;33;16;23;29;19;29;25;1;1 
0.100000;7.900000;24;26;19;15;34;17;22;34;26;23;1;1 
0.100000;7.800000;20;29;10;31;17;19;19;25;28;25;1;1 
0.100000;7.700000;35;22;17;21;30;38;12;17;28;20;1;1 
0.100000;7.600000;32;21;28;30;26;31;16;27;25;22;1;1 
0.100000;7.500000;21;19;12;31;21;23;24;24;29;26;1;1 
0.100000;7.400001;24;22;38;29;22;23;30;32;25;24;1;1 
0.100000;7.300001;26;30;41;37;39;30;32;31;33;29;1;1 
0.100000;7.200001;29;37;21;25;27;35;26;40;32;38;1;1 
0.100000;7.100001;36;55;40;23;32;31;32;37;39;21;1;1 
0.100000;7.000001;28;36;27;29;50;48;41;37;25;39;1;1 
0.100000;6.900001;40;31;32;25;34;39;33;22;22;26;1;1 
0.100000;6.800001;35;34;26;50;41;32;35;42;39;30;1;1 
0.100000;6.700001;31;35;30;24;28;33;26;31;30;35;1;1 
0.100000;6.600001;46;30;36;33;37;40;31;32;38;37;1;1 
0.100000;6.500001;34;34;45;50;38;34;49;29;38;27;1;1 
0.100000;6.400002;35;40;34;55;46;40;37;36;47;43;1;1 
0.100000;6.300002;58;39;38;32;30;43;37;42;44;32;1;1 
0.100000;6.200002;39;40;47;41;39;42;44;47;28;32;1;1 
0.100000;6.100002;41;46;29;69;40;31;44;52;47;47;1;1 
0.100000;6.000002;28;49;39;43;42;53;26;41;32;42;1;1 
0.100000;5.900002;32;39;52;50;59;61;36;32;48;36;1;1 
0.100000;5.800002;63;44;40;39;47;47;56;48;36;35;1;1 
0.100000;5.700002;43;51;49;43;48;51;54;46;45;58;1;1 
0.100000;5.600002;44;63;49;57;50;45;49;41;46;54;1;1 
0.100000;5.500002;53;56;62;68;72;60;43;54;49;43;1;1 
0.100000;5.400002;42;61;29;43;47;74;69;70;53;43;1;1 
0.100000;5.300003;50;59;57;59;57;55;62;66;59;53;1;1 
0.100000;5.200003;62;50;54;30;72;52;69;52;71;62;1;1 
0.100000;5.100003;69;56;67;62;78;62;60;45;61;52;1;1 
0.100000;5.000003;60;64;69;71;82;66;62;62;57;82;1;1 
0.100000;4.900003;56;74;69;77;78;85;1814;65;56;61;1;1 
0.100000;4.800003;51;79;64;59;82;68;60;73;73;52;1;1 
0.100000;4.700003;84;73;67;74;85;93;99;62;61;79;1;1 
0.100000;4.600003;79;77;75;101;60;62;95;66;74;106;1;1 
0.100000;4.500003;86;88;104;67;81;65;72;88;69;66;1;1 
0.100000;4.400003;83;80;67;78;84;75;59;91;89;61;1;1 
0.100000;4.300004;90;78;87;1516;90;69;96;131;89;94;1;1 
0.100000;4.200004;77;90;77;92;89;91;105;107;82;78;1;1 
0.100000;4.100004;70;103;92;91;95;67;89;103;116;88;1;1 
0.100000;4.000004;88;119;114;98;101;105;114;115;97;83;1;1 
0.100000;3.900004;119;107;112;132;97;118;74;100;121;114;1;1 
0.100000;3.800004;94;82;112;114;124;107;99;105;107;119;1;1 
0.100000;3.700004;77;133;108;117;115;125;87;87;124;123;1;1 
0.100000;3.600004;124;87;125;124;-1;120;121;118;117;123;1;1 
0.100000;3.500004;150;107;130;121;121;116;125;144;113;101;1;1 
0.100000;3.400004;103;116;109;-1;114;146;137;143;123;129;1;1 
0.100000;3.300004;140;148;147;150;117;140;127;129;139;109;1;1 
0.100000;3.200005;148;145;102;149;161;168;126;152;92;1561;1;1 
0.100000;3.100005;110;123;163;114;3991;156;168;-1;133;167;1;1 
0.100000;3.000005;144;134;174;149;131;175;1943;142;-1;159;1;1 
0.100000;2.900005;166;158;144;148;163;176;174;197;153;147;1;1 
0.100000;2.800005;164;169;164;135;179;195;150;135;150;181;1;1 
0.100000;2.700005;151;205;147;170;176;1910;186;206;1969;173;1;1 
0.100000;2.600005;175;183;180;199;1949;194;-1;202;163;199;1;1 
0.100000;2.500005;212;165;195;194;162;175;211;153;200;157;1;1 
0.100000;2.400005;184;1099;1871;185;206;1838;-1;1377;-1;197;1;1 
0.100000;2.300005;202;1590;164;231;196;-1;1436;190;205;216;1;1 
0.100000;2.200006;194;6040;-1;237;194;288;1898;-1;205;208;1;1 
0.100000;2.100006;196;-1;206;-1;-1;200;-1;195;211;-1;1;1 
0.100000;2.000006;199;231;240;-1;216;-1;223;199;229;1808;1;1 
0.100000;1.900006;256;236;207;216;215;237;236;236;246;248;1;1 
0.100000;1.800006;267;1448;255;188;239;285;1880;265;229;216;1;1 
0.100000;1.700006;-1;230;-1;890;236;248;-1;309;3994;1815;1;1 
0.100000;1.600006;1992;1947;-1;-1;-1;284;255;272;323;292;1;1 
0.100000;1.500006;-1;-1;288;-1;-1;261;1301;5936;-1;1937;1;1 
0.100000;1.400006;249;-1;-1;244;-1;1943;321;278;310;298;1;1 
0.100000;1.300006;1966;295;288;-1;250;271;294;330;-1;2304;1;1 
0.100000;1.200006;-1;292;1867;-1;-1;387;285;1770;-1;-1;1;1 
