flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3360 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(7,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3669 symbols
  efficiency    : 1.05 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;10;15;19;17;9;22;7;18;11;12;1;1 
0.100000;7.900000;6;10;7;11;16;8;5;31;9;6;1;1 
0.100000;7.800000;24;10;7;7;13;6;8;14;12;17;1;1 
0.100000;7.700000;8;7;11;9;19;7;15;9;14;7;1;1 
0.100000;7.600000;3;12;12;19;16;7;10;4;3;17;1;1 
0.100000;7.500000;7;10;15;12;5;12;15;13;9;6;1;1 
0.100000;7.400001;16;5;11;13;14;9;12;7;10;9;1;1 
0.100000;7.300001;10;20;18;12;12;12;16;7;10;18;1;1 
0.100000;7.200001;8;11;12;8;11;11;5;12;26;21;1;1 
0.100000;7.100001;13;6;4;15;15;18;12;7;7;5;1;1 
0.100000;7.000001;12;12;25;12;16;25;7;4;23;17;1;1 
0.100000;6.900001;6;13;11;12;11;23;11;17;20;13;1;1 
0.100000;6.800001;4;30;20;19;19;14;22;20;20;11;1;1 
0.100000;6.700001;26;12;10;14;13;8;15;15;14;9;1;1 
0.100000;6.600001;6;19;15;17;21;20;13;14;18;15;1;1 
0.100000;6.500001;17;18;22;14;17;11;16;9;13;12;1;1 
0.100000;6.400002;12;21;19;11;16;22;13;31;12;21;1;1 
0.100000;6.300002;27;27;26;29;20;11;9;11;25;18;1;1 
0.100000;6.200002;19;29;27;11;11;13;20;16;22;17;1;1 
0.100000;6.100002;28;18;17;35;24;12;21;20;15;13;1;1 
0.100000;6.000002;11;32;12;21;12;23;21;10;27;20;1;1 
0.100000;5.900002;22;22;28;30;18;27;20;30;19;19;1;1 
0.100000;5.800002;28;27;25;18;20;19;32;23;16;28;1;1 
0.100000;5.700002;18;14;34;22;19;25;18;14;17;24;1;1 
0.100000;5.600002;36;27;21;25;22;23;27;33;22;34;1;1 
0.100000;5.500002;27;17;22;23;19;28;23;16;17;29;1;1 
0.100000;5.400002;29;19;28;27;25;32;26;31;29;24;1;1 
0.100000;5.300003;17;17;18;29;17;22;31;24;16;29;1;1 
0.100000;5.200003;23;28;28;35;42;28;26;30;21;37;1;1 
0.100000;5.100003;33;32;26;20;40;36;46;39;54;45;1;1 
0.100000;5.000003;37;19;32;33;31;41;45;26;28;19;1;1 
0.100000;4.900003;49;34;31;35;36;25;25;33;33;36;1;1 
0.100000;4.800003;46;28;34;31;35;43;25;28;23;33;1;1 
0.100000;4.700003;51;39;52;33;37;33;20;54;31;31;1;1 
0.100000;4.600003;40;56;44;44;52;28;55;53;42;36;1;1 
0.100000;4.500003;37;19;28;47;51;46;34;50;46;37;1;1 
0.100000;4.400003;35;35;59;38;54;38;51;48;33;25;1;1 
0.100000;4.300004;36;42;61;44;46;44;27;34;44;64;1;1 
0.100000;4.200004;53;48;49;46;39;49;59;50;52;41;1;1 
0.100000;4.100004;64;48;41;47;29;67;44;51;40;63;1;1 
0.100000;4.000004;-1;41;67;45;42;53;41;67;48;52;1;1 
0.100000;3.900004;40;64;58;-1;53;55;65;57;50;53;1;1 
0.100000;3.800004;64;42;63;69;49;53;46;47;48;48;1;1 
0.100000;3.700004;83;73;41;66;57;52;55;78;50;43;1;1 
0.100000;3.600004;61;62;55;43;77;65;52;50;57;72;1;1 
0.100000;3.500004;70;48;64;62;1949;73;76;68;67;52;1;1 
0.100000;3.400004;63;71;59;69;-1;68;90;76;79;86;1;1 
0.100000;3.300004;62;86;81;1864;62;91;54;84;58;3930;1;1 
0.100000;3.200005;-1;59;70;100;107;1494;78;61;77;87;1;1 
0.100000;3.100005;69;75;73;79;92;117;95;63;88;73;1;1 
0.100000;3.000005;91;77;1860;97;84;104;78;80;81;72;1;1 
0.100000;2.900005;80;82;-1;1522;96;83;83;81;105;106;1;1 
0.100000;2.800005;114;1045;107;108;94;91;86;88;98;71;1;1 
0.100000;2.700005;138;1562;99;84;92;106;89;95;89;103;1;1 
0.100000;2.600005;120;89;98;103;97;1071;1913;89;88;4062;1;1 
0.100000;2.500005;100;-1;117;124;109;-1;6059;92;-1;84;1;1 
0.100000;2.400005;132;107;124;96;85;118;103;122;-1;160;1;1 
0.100000;2.300005;-1;106;128;112;118;126;159;94;114;118;1;1 
0.100000;2.200006;1770;-1;111;875;3425;135;120;111;1898;-1;1;1 
0.100000;2.100006;107;116;97;121;-1;-1;110;150;110;115;1;1 
0.100000;2.000006;133;-1;1561;119;132;129;125;128;160;1921;1;1 
0.100000;1.900006;158;150;134;151;1062;5985;147;1897;119;144;1;1 
0.100000;1.800006;-1;171;104;142;164;-1;-1;1947;1826;-1;1;1 
0.100000;1.700006;157;-1;184;143;172;141;-1;1790;-1;-1;1;1 
0.100000;1.600006;171;169;178;1482;6070;150;-1;193;169;139;1;1 
0.100000;1.500006;-1;156;165;149;163;175;1656;134;1789;156;1;1 
0.100000;1.400006;-1;-1;148;176;164;-1;168;-1;169;-1;1;1 
0.100000;1.300006;182;1437;1560;168;141;219;-1;-1;211;203;1;1 
0.100000;1.200006;1683;-1;1936;-1;-1;1451;222;212;-1;187;1;1 
0.100000;1.100006;204;-1;1826;1825;217;178;1941;1859;-1;210;1;1 
0.100000;1.000005;207;1941;186;-1;-1;-1;235;-1;222;-1;1;1 
0.100000;0.900005;186;-1;1946;226;2261;1892;188;210;-1;206;1;1 
0.100000;0.800005;-1;231;-1;297;-1;1914;197;214;1963;-1;1;1 
0.100000;0.700005;-1;228;1404;1656;-1;1723;253;-1;256;224;1;1 
0.100000;0.600005;3648;230;231;1433;-1;217;-1;243;-1;645;1;1 
0.100000;0.500005;646;-1;318;1889;274;-1;1926;1921;255;-1;1;1 
0.100000;0.400005;1927;263;260;316;1815;237;-1;243;-1;-1;1;1 
0.100000;0.300005;-1;-1;-1;311;-1;302;1942;-1;1925;1659;1;1 
0.100000;0.200005;330;1814;297;1903;252;-1;-1;274;-1;-1;1;1 
0.100000;0.100005;1958;10074;-1;296;-1;492;1591;1655;1918;1930;1;1 
0.100000;0.000005;1924;5966;1935;-1;311;-1;-1;1919;266;3987;1;1 
