flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 3840 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(8,4)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 4149 symbols
  efficiency    : 0.93 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.100000;8.000000;6;13;12;7;12;14;10;8;11;15;1;1 
0.100000;7.900000;12;11;14;6;7;7;8;15;14;9;1;1 
0.100000;7.800000;8;16;17;8;10;7;17;6;11;7;1;1 
0.100000;7.700000;13;17;11;5;13;13;16;14;13;20;1;1 
0.100000;7.600000;13;12;24;18;8;17;11;20;20;7;1;1 
0.100000;7.500000;10;9;10;13;16;19;16;15;12;10;1;1 
0.100000;7.400001;14;6;6;16;9;10;14;9;12;22;1;1 
0.100000;7.300001;10;12;16;18;23;25;20;10;19;15;1;1 
0.100000;7.200001;13;20;13;18;19;20;10;16;12;7;1;1 
0.100000;7.100001;11;9;23;26;13;27;17;11;19;5;1;1 
0.100000;7.000001;22;18;12;8;18;17;15;19;16;10;1;1 
0.100000;6.900001;12;17;19;9;27;19;20;22;24;10;1;1 
0.100000;6.800001;14;30;10;12;18;13;5;15;19;21;1;1 
0.100000;6.700001;19;20;22;13;27;18;11;15;19;20;1;1 
0.100000;6.600001;22;15;10;11;19;14;10;18;30;15;1;1 
0.100000;6.500001;28;32;23;18;3;14;28;21;11;17;1;1 
0.100000;6.400002;23;11;19;28;16;12;22;20;26;25;1;1 
0.100000;6.300002;10;20;17;14;26;22;19;32;9;25;1;1 
0.100000;6.200002;32;19;18;18;21;14;21;4;28;16;1;1 
0.100000;6.100002;24;30;26;34;20;14;10;19;10;11;1;1 
0.100000;6.000002;28;18;25;29;17;18;22;20;21;29;1;1 
0.100000;5.900002;38;26;27;17;20;19;16;15;17;22;1;1 
0.100000;5.800002;21;28;15;26;15;36;17;44;17;17;1;1 
0.100000;5.700002;18;23;35;26;23;26;24;38;13;38;1;1 
0.100000;5.600002;14;29;19;23;26;25;27;25;26;22;1;1 
0.100000;5.500002;26;40;30;30;32;27;35;20;31;24;1;1 
0.100000;5.400002;16;21;36;31;18;37;40;28;16;24;1;1 
0.100000;5.300003;27;36;41;31;26;41;16;27;30;50;1;1 
0.100000;5.200003;23;44;40;39;25;32;31;29;32;27;1;1 
0.100000;5.100003;29;41;29;31;45;20;43;24;35;18;1;1 
0.100000;5.000003;32;30;31;39;59;34;40;20;43;42;1;1 
0.100000;4.900003;33;39;40;31;35;44;21;36;33;39;1;1 
0.100000;4.800003;35;50;35;33;40;26;47;32;38;27;1;1 
0.100000;4.700003;38;52;55;46;27;54;56;30;30;54;1;1 
0.100000;4.600003;42;34;42;25;36;31;50;43;38;43;1;1 
0.100000;4.500003;48;40;1925;51;53;61;52;21;48;1431;1;1 
0.100000;4.400003;39;42;38;46;47;42;51;59;40;69;1;1 
0.100000;4.300004;52;56;76;50;64;56;24;59;50;45;1;1 
0.100000;4.200004;40;51;40;46;42;61;1916;50;37;50;1;1 
0.100000;4.100004;68;58;39;64;40;56;43;58;47;51;1;1 
0.100000;4.000004;42;50;49;47;50;42;46;39;48;55;1;1 
0.100000;3.900004;47;55;61;56;59;57;54;45;44;73;1;1 
0.100000;3.800004;65;64;54;61;67;50;64;1821;28;60;1;1 
0.100000;3.700004;55;94;59;67;60;60;41;45;64;46;1;1 
0.100000;3.600004;84;84;50;45;55;51;55;64;60;46;1;1 
0.100000;3.500004;61;52;59;108;1729;58;75;94;77;87;1;1 
0.100000;3.400004;65;72;81;62;73;74;66;68;67;81;1;1 
0.100000;3.300004;90;56;107;65;91;86;86;79;67;82;1;1 
0.100000;3.200005;78;81;69;85;78;82;97;96;107;76;1;1 
0.100000;3.100005;74;67;67;84;88;85;74;94;54;77;1;1 
0.100000;3.000005;95;66;65;101;61;96;93;100;76;91;1;1 
0.100000;2.900005;87;95;104;89;113;102;97;64;105;119;1;1 
0.100000;2.800005;1950;104;68;-1;112;83;125;107;84;88;1;1 
0.100000;2.700005;95;98;105;118;1782;119;139;89;119;97;1;1 
0.100000;2.600005;108;1559;86;121;85;142;112;123;99;108;1;1 
0.100000;2.500005;156;1889;99;124;120;113;100;1895;132;160;1;1 
0.100000;2.400005;98;130;137;92;2394;138;-1;125;183;137;1;1 
0.100000;2.300005;118;-1;115;131;103;103;131;-1;112;111;1;1 
0.100000;2.200006;-1;135;131;136;146;148;106;1425;-1;132;1;1 
0.100000;2.100006;125;-1;114;137;111;1925;1780;130;136;122;1;1 
0.100000;2.000006;141;163;173;145;-1;126;1878;152;400;148;1;1 
0.100000;1.900006;146;-1;158;-1;1775;166;118;163;-1;168;1;1 
0.100000;1.800006;138;118;-1;146;1405;124;120;161;126;133;1;1 
0.100000;1.700006;1802;3974;182;138;1880;188;170;-1;-1;183;1;1 
0.100000;1.600006;1474;-1;169;1921;-1;1900;156;-1;153;147;1;1 
0.100000;1.500006;1190;-1;155;160;153;1787;181;189;157;179;1;1 
0.100000;1.400006;175;-1;-1;-1;-1;210;169;198;-1;-1;1;1 
0.100000;1.300006;1405;171;-1;-1;201;-1;200;175;-1;162;1;1 
0.100000;1.200006;173;-1;183;172;-1;188;184;-1;-1;213;1;1 
0.100000;1.100006;-1;198;188;228;1889;1401;208;226;2990;1895;1;1 
0.100000;1.000005;248;-1;-1;252;1458;-1;-1;217;-1;230;1;1 
0.100000;0.900005;199;-1;-1;1547;273;207;-1;249;187;241;1;1 
0.100000;0.800005;254;1928;237;233;-1;-1;233;235;199;1980;1;1 
0.100000;0.700005;228;1925;-1;237;1791;-1;-1;1536;222;241;1;1 
0.100000;0.600005;242;1900;-1;-1;292;1807;254;1845;255;1906;1;1 
0.100000;0.500005;-1;-1;-1;264;-1;-1;263;-1;264;245;1;1 
0.100000;0.400005;1929;1999;269;-1;6053;-1;-1;-1;284;-1;1;1 
0.100000;0.300005;1881;-1;-1;-1;-1;1748;-1;357;1818;757;1;1 
0.100000;0.200005;272;313;237;253;219;1657;-1;1933;270;1399;1;1 
0.100000;0.100005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;1 
0.100000;0.000005;317;1851;-1;-1;5981;-1;-1;-1;266;-1;1;1 
