flexframegen:
  head          : 7 symbols
  preamble      : 64
  header        : 231 symbols (20 bytes)
  payload       : 2880 symbols (480 bytes)
    payload crc : none
    fec (inner) : none
    fec (outer) : Hamming(12,8)
    mod scheme  : qpsk
  tail          : 7 symbols
  total         : 3189 symbols
  efficiency    : 1.20 bits/second/Hz
BursERRORPercent;SNRdB;bitErrorRate_0;bitErrorRate_1;bitErrorRate_2;bitErrorRate_3;bitErrorRate_4;bitErrorRate_5;bitErrorRate_6;bitErrorRate_7;bitErrorRate_8;bitErrorRate_9;Valid Header,Detected Frame
0.000000;8.000000;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.900000;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.800000;0;0;2;0;0;0;0;0;0;0;1;1 
0.000000;7.700000;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.600000;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.500000;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.400001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.300001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.200001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.100001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;7.000001;0;0;0;0;0;0;0;0;2;0;1;1 
0.000000;6.900001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;6.800001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;6.700001;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;6.600001;0;0;3;0;2;0;0;0;0;0;1;1 
0.000000;6.500001;0;4;0;0;0;0;0;2;0;0;1;1 
0.000000;6.400002;0;0;1;0;0;0;0;0;0;0;1;1 
0.000000;6.300002;4;0;0;0;0;3;0;0;2;0;1;1 
0.000000;6.200002;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;6.100002;0;2;0;0;2;0;0;0;0;0;1;1 
0.000000;6.000002;0;0;0;0;0;0;0;3;1;0;1;1 
0.000000;5.900002;0;0;1;0;0;0;0;2;0;1;1;1 
0.000000;5.800002;0;0;0;0;0;0;2;0;0;0;1;1 
0.000000;5.700002;0;0;0;0;0;0;0;0;0;0;1;1 
0.000000;5.600002;0;0;0;0;2;0;0;0;1;0;1;1 
0.000000;5.500002;0;3;0;2;2;0;0;0;0;0;1;1 
0.000000;5.400002;5;2;3;3;0;0;0;5;2;1;1;1 
0.000000;5.300003;0;0;3;2;5;3;0;4;2;3;1;1 
0.000000;5.200003;0;0;2;4;2;0;0;0;8;1;1;1 
0.000000;5.100003;0;7;3;0;0;7;5;0;3;5;1;1 
0.000000;5.000003;6;0;4;4;3;2;2;5;1;3;1;1 
0.000000;4.900003;3;2;4;9;4;0;5;0;36;0;1;1 
0.000000;4.800003;10;5;3;10;4;3;3;0;2;5;1;1 
0.000000;4.700003;0;0;8;2;8;6;6;4;4;0;1;1 
0.000000;4.600003;5;3;8;5;2;2;6;5;0;7;1;1 
0.000000;4.500003;6;0;4;0;3;5;6;2;4;4;1;1 
0.000000;4.400003;14;7;8;5;11;6;7;9;2;6;1;1 
0.000000;4.300004;4;13;4;11;11;4;11;1;9;4;1;1 
0.000000;4.200004;5;5;10;5;8;10;9;1;9;12;1;1 
0.000000;4.100004;1;13;8;10;17;4;7;14;9;11;1;1 
0.000000;4.000004;5;11;9;3;15;4;9;9;8;7;1;1 
0.000000;3.900004;4;11;17;12;9;15;5;12;12;14;1;1 
0.000000;3.800004;3;15;8;15;13;13;7;7;8;23;1;1 
0.000000;3.700004;7;1457;9;6;10;14;18;11;11;11;1;1 
